,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice
12705,000101-00-0664,C14,C15,C03,C06,C07,,,,,,,,,,,
12706,000101-00-0695,C14,,,,,,,,,,,,,,,
12707,000101-00-0697,C14,C15,C03,,,,,,,,,,,,,
12708,000101-00-0702,C14,C15,C03,C11,C16,C04,C07,C08,C09,,,,,,,
12709,000101-00-0720,C14,C15,,,,,,,,,,,,,,
12710,000101-00-0743,C14,C04,C07,,,,,,,,,,,,,
12711,000703-00-0053,C14,C04,C09,C05,,,,,,,,,,,,
12712,000703-00-0065,C14,C07,C02,C06,C09,,,,,,,,,,,
12713,000703-00-0067,C14,C09,C16,C03,C04,,,,,,,,,,,
12714,000703-00-0087,C14,C09,C15,C13,C01,C02,C06,,,,,,,,,
12715,000703-00-0115,C14,C11,C05,,,,,,,,,,,,,
12716,000302-00-0012,C14,C15,C06,C09,,,,,,,,,,,,
12717,000302-00-0071,C14,C05,C02,,,,,,,,,,,,,
12718,000302-00-0100,C14,C06,,,,,,,,,,,,,,
12719,000302-00-0107,C14,C05,C13,,,,,,,,,,,,,
12720,000302-00-0133,C14,,,,,,,,,,,,,,,
12721,000302-00-0206,C14,,,,,,,,,,,,,,,
12722,000302-00-0279,C14,,,,,,,,,,,,,,,
12723,000302-00-0294,C14,C03,C15,C06,,,,,,,,,,,,
12724,000302-00-0355,C14,C15,C03,,,,,,,,,,,,,
12725,000302-00-0382,C14,C07,C16,,,,,,,,,,,,,
12726,000302-00-0411,C14,C15,C03,C06,C13,C02,C05,,,,,,,,,
12727,000302-00-0594,C14,C03,,,,,,,,,,,,,,
12728,000302-00-0631,C14,C15,C03,,,,,,,,,,,,,
12729,001003-00-0003,C14,,,,,,,,,,,,,,,
12730,001003-00-0153,C14,C07,,,,,,,,,,,,,,
12731,001003-00-0161,C14,C15,C05,C06,C07,C09,C08,C03,,,,,,,,
12732,001003-00-0272,C14,C09,C15,C06,C05,C13,,,,,,,,,,
12733,001003-00-0363,C14,C06,C01,,,,,,,,,,,,,
12734,001003-00-0381,C14,C09,,,,,,,,,,,,,,
12735,001003-00-0672,C14,C05,,,,,,,,,,,,,,
12736,001003-00-0693,C14,,,,,,,,,,,,,,,
12737,001003-00-0694,C14,,,,,,,,,,,,,,,
12738,001003-00-0794,C14,C06,C15,C08,C03,,,,,,,,,,,
12739,001001-00-0012,C14,C15,,,,,,,,,,,,,,
12740,001001-00-0017,C14,,,,,,,,,,,,,,,
12741,001001-00-0092,C14,C08,C06,C13,C15,C02,C03,C05,C09,C11,,,,,,
12742,001001-00-0231,C14,,,,,,,,,,,,,,,
12743,001001-00-0235,C14,C01,C05,C09,,,,,,,,,,,,
12744,001001-00-0458,C14,,,,,,,,,,,,,,,
12745,001001-00-0607,C14,C03,C06,C05,C01,C15,C09,C10,,,,,,,,
12746,001001-00-0615,C14,C01,C02,C11,C15,C09,C03,C04,C05,,,,,,,
12747,001001-00-0639,C14,C09,C11,C13,C15,C01,C02,C03,C05,C06,,,,,,
12748,001001-00-0767,C14,,,,,,,,,,,,,,,
12749,001001-00-0926,C14,C06,,,,,,,,,,,,,,
12750,001001-00-0943,C14,C02,C03,C13,,,,,,,,,,,,
12751,001001-00-0957,C14,C06,C09,C15,C03,C05,C11,,,,,,,,,
12752,001001-00-0961,C14,C03,C06,C02,C05,C09,C15,C11,C01,C13,,,,,,
12753,001001-00-0991,C14,C15,C02,C01,C06,,,,,,,,,,,
12754,000903-00-0002,C14,C06,,,,,,,,,,,,,,
12755,000903-00-0005,C14,C15,C06,,,,,,,,,,,,,
12756,000903-00-0059,C14,C06,C15,,,,,,,,,,,,,
12757,000903-00-0062,C14,C03,C15,,,,,,,,,,,,,
12758,000903-00-0069,C14,C06,C01,C15,C02,,,,,,,,,,,
12759,000903-00-0089,C14,C03,C15,,,,,,,,,,,,,
12760,000903-00-0119,C14,C06,C11,C09,C15,C02,C13,,,,,,,,,
12761,000903-00-0134,C14,C06,C09,C15,,,,,,,,,,,,
12762,000903-00-0144,C14,C15,C07,,,,,,,,,,,,,
12763,000903-00-0206,C14,C02,C06,,,,,,,,,,,,,
12764,000903-00-0210,C14,C15,C03,C09,C07,C10,,,,,,,,,,
12765,000903-00-0272,C14,C07,C15,C06,,,,,,,,,,,,
12766,000903-00-0282,C14,C15,C03,C06,,,,,,,,,,,,
12767,000903-00-0318,C14,C08,C13,,,,,,,,,,,,,
12768,000903-00-0341,C14,,,,,,,,,,,,,,,
12769,000903-00-0348,C14,,,,,,,,,,,,,,,
12770,000903-00-0369,C14,C01,C02,C06,C11,C09,C07,C15,,,,,,,,
12771,000903-00-0371,C14,C05,C06,C15,C02,,,,,,,,,,,
12772,000903-00-0375,C14,C06,C05,C02,C15,,,,,,,,,,,
12773,000903-00-0383,C14,C06,C09,C02,,,,,,,,,,,,
12774,000903-00-0393,C14,C06,C15,C03,,,,,,,,,,,,
12775,000903-00-0425,C14,C06,C09,,,,,,,,,,,,,
12776,000903-00-0436,C14,C06,C01,C09,,,,,,,,,,,,
12777,000903-00-0455,C14,C03,C09,,,,,,,,,,,,,
12778,000903-00-0465,C14,C06,C15,C02,C01,C11,C12,C03,,,,,,,,
12779,000903-00-0489,C14,C15,,,,,,,,,,,,,,
12780,000903-00-0496,C14,C07,C15,C05,C06,,,,,,,,,,,
12781,000903-00-0513,C14,C06,C02,,,,,,,,,,,,,
12782,000903-00-0521,C14,C06,C01,C02,,,,,,,,,,,,
12783,000903-00-0529,C14,C15,,,,,,,,,,,,,,
12784,000903-00-0531,C14,C06,C03,C02,C08,C09,C10,C11,C12,C13,C15,C16,C01,C04,C05,C07
12785,000903-00-0536,C14,C10,C08,C07,,,,,,,,,,,,
12786,000903-00-0544,C14,C11,C13,C15,C16,C01,C06,C07,,,,,,,,
12787,000903-00-0546,C14,C06,C01,C15,C05,,,,,,,,,,,
12788,000903-00-0557,C14,C03,C07,,,,,,,,,,,,,
12789,000903-00-0565,C14,C06,C03,,,,,,,,,,,,,
12790,000903-00-0572,C14,C02,C06,C09,C03,,,,,,,,,,,
12791,000903-00-0574,C14,C03,C06,,,,,,,,,,,,,
12792,000903-00-0575,C14,C05,C03,,,,,,,,,,,,,
12793,000903-00-0577,C14,C03,,,,,,,,,,,,,,
12794,000903-00-0601,C14,C06,C01,,,,,,,,,,,,,
12795,000903-00-0612,C14,C06,C15,,,,,,,,,,,,,
12796,000903-00-0615,C14,C07,C15,,,,,,,,,,,,,
12797,000903-00-0617,C14,C15,C06,,,,,,,,,,,,,
12798,000903-00-0649,C14,,,,,,,,,,,,,,,
12799,000903-00-0673,C14,C03,,,,,,,,,,,,,,
12800,000903-00-0689,C14,C15,C09,,,,,,,,,,,,,
12801,000903-00-0695,C14,C03,C15,C06,C07,C11,,,,,,,,,,
12802,000903-00-0708,C14,C06,C02,,,,,,,,,,,,,
12803,000903-00-0710,C14,C13,C11,C02,C05,C06,C09,,,,,,,,,
12804,000903-00-0713,C14,C03,C06,C11,C15,C09,,,,,,,,,,
12805,000903-00-0714,C14,C06,C15,C02,C13,,,,,,,,,,,
12806,000903-00-0741,C14,C06,C09,,,,,,,,,,,,,
12807,000903-00-0762,C14,C06,,,,,,,,,,,,,,
12808,000903-00-0784,C14,C06,C15,C07,,,,,,,,,,,,
12809,000903-00-0792,C14,C15,C03,C06,C09,,,,,,,,,,,
12810,000903-00-0833,C14,C06,C13,C05,C02,C01,C11,,,,,,,,,
12811,000903-00-0843,C14,,,,,,,,,,,,,,,
12812,000903-00-0851,C14,C06,C15,,,,,,,,,,,,,
12813,000903-00-0854,C14,C06,C15,C03,,,,,,,,,,,,
12814,000903-00-0861,C14,C06,C15,C01,C02,C03,C05,C09,C11,C13,,,,,,
12815,000903-00-0866,C14,C06,C02,,,,,,,,,,,,,
12816,000903-00-0868,C14,C06,,,,,,,,,,,,,,
12817,000903-00-0871,C14,C06,C15,C01,,,,,,,,,,,,
12818,000903-00-0892,C14,C15,C06,,,,,,,,,,,,,
12819,000903-00-0900,C14,,,,,,,,,,,,,,,
12820,000903-00-0915,C14,C15,C06,C03,C02,C01,,,,,,,,,,
12821,000903-00-0916,C14,C03,C12,C08,,,,,,,,,,,,
12822,000903-00-0918,C14,C01,C06,C13,C03,,,,,,,,,,,
12823,000903-00-0962,C14,C15,C02,C03,C06,C09,C11,C13,C01,,,,,,,
12824,000903-00-0963,C14,C16,C05,C06,C07,C09,C10,C11,C12,C13,C15,C01,C02,C03,C08,C04
12825,000903-00-0970,C14,C03,C06,C15,,,,,,,,,,,,
12826,000903-00-0979,C14,C15,,,,,,,,,,,,,,
12827,000903-00-1001,C14,C06,C15,C09,C02,C01,C16,C11,,,,,,,,
12828,000903-00-1005,C14,C03,C15,,,,,,,,,,,,,
12829,000903-00-1009,C14,C02,C11,,,,,,,,,,,,,
12830,000903-00-1012,C14,C02,C11,,,,,,,,,,,,,
12831,000903-00-1030,C14,C15,C06,,,,,,,,,,,,,
12832,000903-00-1041,C14,C15,C06,,,,,,,,,,,,,
12833,000903-00-1059,C14,,,,,,,,,,,,,,,
12834,000903-00-1075,C14,C03,C15,,,,,,,,,,,,,
12835,000903-00-1085,C14,C07,,,,,,,,,,,,,,
12836,000903-00-1090,C14,C03,C07,,,,,,,,,,,,,
12837,000903-00-1091,C14,C06,C09,C15,,,,,,,,,,,,
12838,000903-00-1093,C14,C08,C12,C04,C07,C16,,,,,,,,,,
12839,000903-00-1102,C14,C03,C06,C15,,,,,,,,,,,,
12840,000903-00-1127,C14,C06,C15,,,,,,,,,,,,,
12841,000903-00-1146,C14,C06,,,,,,,,,,,,,,
12842,000903-00-1148,C14,C06,C02,,,,,,,,,,,,,
12843,000903-00-1151,C14,C06,,,,,,,,,,,,,,
12844,000903-00-1155,C14,C15,C06,,,,,,,,,,,,,
12845,000903-00-1191,C14,C06,,,,,,,,,,,,,,
12846,000903-00-1216,C14,C04,C06,C07,C09,C10,,,,,,,,,,
12847,000903-00-1229,C14,C02,C10,C01,C12,C08,,,,,,,,,,
12848,000903-00-1231,C14,C06,C15,C13,C05,,,,,,,,,,,
12849,000903-00-1242,C14,C03,C06,,,,,,,,,,,,,
12850,000903-00-1254,C14,C15,C03,C09,C11,C02,,,,,,,,,,
12851,000903-00-1278,C14,C09,C15,C03,C05,,,,,,,,,,,
12852,000903-00-1285,C14,C06,,,,,,,,,,,,,,
12853,000903-00-0014,C14,C07,C16,C15,C06,C09,C02,WI0,,,,,,,,
12854,000903-00-0018,C14,C15,C06,C02,C11,C09,C13,C01,C05,,,,,,,
12855,000903-00-0029,C14,,,,,,,,,,,,,,,
12856,000903-00-0033,C14,overvote,C09,,,,,,,,,,,,,
12857,000903-00-0040,C14,C15,C06,C11,C05,C13,C09,C01,C04,C07,C10,C12,WI0,C02,C03,
12858,000303-00-0069,C14,C09,,,,,,,,,,,,,,
12859,000303-00-0085,C14,C15,C06,C02,C13,C16,C09,,,,,,,,,
12860,000303-00-0124,C14,C13,C02,C01,,,,,,,,,,,,
12861,000303-00-0128,C14,C06,C15,,,,,,,,,,,,,
12862,000303-00-0182,C14,C04,C13,C10,C08,C07,,,,,,,,,,
12863,000303-00-0184,C14,C03,C02,,,,,,,,,,,,,
12864,000303-00-0228,C14,C15,C12,C03,C05,C06,,,,,,,,,,
12865,000303-00-0278,C14,C03,C07,C11,,,,,,,,,,,,
12866,000303-00-0404,C14,C01,C03,,,,,,,,,,,,,
12867,000303-00-0506,C14,C15,C03,C05,C08,,,,,,,,,,,
12868,000803-00-0028,C14,C02,C03,C09,C05,C06,C13,C15,C11,C01,,,,,,
12869,000803-00-0059,C14,C05,C02,C03,C01,C06,C15,C13,C12,,,,,,,
12870,000201-00-0057,C14,,,,,,,,,,,,,,,
12871,000201-00-0152,C14,C06,C05,C15,C13,C11,,,,,,,,,,
12872,000201-00-0236,C14,C15,C03,C05,C06,C08,C09,C13,,,,,,,,
12873,000201-00-0272,C14,C15,C02,C16,C11,C13,C01,C03,C07,,,,,,,
12874,000201-00-0306,C14,C15,C03,,,,,,,,,,,,,
12875,000201-00-0407,C14,C07,C02,,,,,,,,,,,,,
12876,000201-00-0447,C14,C15,C05,,,,,,,,,,,,,
12877,000201-00-0521,C14,C06,,,,,,,,,,,,,,
12878,000201-00-0534,C14,C06,C15,C09,,,,,,,,,,,,
12879,000201-00-0557,C14,C03,C08,C16,C04,C07,C10,C12,C09,,,,,,,
12880,000201-00-0559,C14,C15,C13,C02,C03,C06,C08,C05,C01,,,,,,,
12881,000201-00-0563,C14,C15,C06,C08,,,,,,,,,,,,
12882,000201-00-0656,C14,C15,C03,C13,C02,,,,,,,,,,,
12883,000201-00-0006,C14,WI0,C02,C07,C12,C01,C10,C04,,,,,,,,
12884,000601-00-0194,C14,C15,C06,,,,,,,,,,,,,
12885,000601-00-0198,C14,C15,C13,C11,C16,C12,C04,C06,C05,C07,C10,C09,C08,C03,C01,C02
12886,000601-00-0238,C14,C15,,,,,,,,,,,,,,
12887,000601-00-0242,C14,C15,C06,C03,C01,,,,,,,,,,,
12888,000601-00-0250,C14,C06,C15,C16,,,,,,,,,,,,
12889,000601-00-0259,C14,C15,C02,C05,C06,,,,,,,,,,,
12890,000601-00-0260,C14,C15,C02,C05,C06,,,,,,,,,,,
12891,000601-00-0274,C14,C06,C03,,,,,,,,,,,,,
12892,000601-00-0278,C14,C06,C15,,,,,,,,,,,,,
12893,000601-00-0280,C14,C15,C16,C06,,,,,,,,,,,,
12894,000601-00-0339,C14,C15,C03,C02,C05,,,,,,,,,,,
12895,000601-00-0460,C14,C15,,,,,,,,,,,,,,
12896,000601-00-0542,C14,C06,C15,C02,,,,,,,,,,,,
12897,000601-00-0546,C14,C06,C15,,,,,,,,,,,,,
12898,000601-00-0578,C14,C12,C16,C04,C10,,,,,,,,,,,
12899,000601-00-0603,C14,C06,C15,C03,,,,,,,,,,,,
12900,000601-00-0659,C14,C15,C06,C02,,,,,,,,,,,,
12901,000601-00-0661,C14,C01,C13,C02,C15,,,,,,,,,,,
12902,000601-00-0674,C14,,,,,,,,,,,,,,,
12903,000601-00-0826,C14,C03,C15,C16,C08,C07,C04,C12,,,,,,,,
12904,000601-00-0880,C14,C04,C12,C15,C06,C09,C16,C03,,,,,,,,
12905,000601-00-0882,C14,C04,C12,C16,C06,C09,C15,C03,,,,,,,,
12906,000902-00-0057,C14,C06,C15,C05,,,,,,,,,,,,
12907,000902-00-0058,C14,C05,C06,,,,,,,,,,,,,
12908,000902-00-0146,C14,,,,,,,,,,,,,,,
12909,000902-00-0149,C14,,,,,,,,,,,,,,,
12910,000902-00-0173,C14,C15,C06,C04,C01,C16,C13,C12,C08,C07,,,,,,
12911,000902-00-0185,C14,C06,C15,C07,C09,C01,C13,C11,C12,,,,,,,
12912,000902-00-0254,C14,C15,C05,,,,,,,,,,,,,
12913,000902-00-0344,C14,C06,C15,C03,C09,,,,,,,,,,,
12914,000902-00-0384,C14,C15,C06,C09,C11,,,,,,,,,,,
12915,000902-00-0389,C14,C15,C06,C11,C09,,,,,,,,,,,
12916,000902-00-0392,C14,C09,C06,,,,,,,,,,,,,
12917,000902-00-0401,C14,C06,C15,,,,,,,,,,,,,
12918,000902-00-0409,C14,C11,C06,C15,C03,,,,,,,,,,,
12919,000902-00-0506,C14,C03,,,,,,,,,,,,,,
12920,000902-00-0517,C14,C03,C15,,,,,,,,,,,,,
12921,000902-00-0522,C14,,,,,,,,,,,,,,,
12922,000902-00-0569,C14,C07,C06,,,,,,,,,,,,,
12923,000902-00-0601,C14,C09,C06,,,,,,,,,,,,,
12924,000902-00-0610,C14,C09,,,,,,,,,,,,,,
12925,000902-00-0623,C14,C15,,,,,,,,,,,,,,
12926,000902-00-0629,C14,C15,,,,,,,,,,,,,,
12927,000902-00-0634,C14,C09,C15,C06,,,,,,,,,,,,
12928,000902-00-0635,C14,C02,C11,C15,,,,,,,,,,,,
12929,000902-00-0640,C14,,,,,,,,,,,,,,,
12930,000902-00-0645,C14,C06,C09,C11,,,,,,,,,,,,
12931,000902-00-0647,C14,C06,C09,C11,,,,,,,,,,,,
12932,000902-00-0648,C14,C06,C03,C15,C09,C11,C02,C01,C13,C16,,,,,,
12933,000902-00-0649,C14,C06,C05,C15,C09,C11,C02,C01,C13,C16,,,,,,
12934,000902-00-0651,C14,C06,C15,,,,,,,,,,,,,
12935,000902-00-0653,C14,C09,,,,,,,,,,,,,,
12936,000902-00-0676,C14,C03,C06,C15,,,,,,,,,,,,
12937,000902-00-0774,C14,C05,C06,C15,,,,,,,,,,,,
12938,000902-00-0776,C14,C06,C03,C15,C09,C11,C02,C01,C13,C16,,,,,,
12939,000902-00-0786,C14,C06,C09,C15,C02,,,,,,,,,,,
12940,000902-00-0788,C14,C15,C02,C03,C05,C06,C09,C11,C13,C16,C01,C04,C07,C08,C10,C12
12941,000902-00-0790,C14,C06,C15,C09,C05,C07,,,,,,,,,,
12942,000902-00-0823,C14,C16,C10,C08,C12,C04,C05,C06,C07,C03,C02,C01,C15,C13,C11,C09
12943,000902-00-0860,C14,C11,,,,,,,,,,,,,,
12944,000902-00-0866,C14,C12,C11,C15,,,,,,,,,,,,
12945,000902-00-0879,C14,,,,,,,,,,,,,,,
12946,000902-00-0882,C14,C06,,,,,,,,,,,,,,
12947,000902-00-0913,C14,C15,C03,,,,,,,,,,,,,
12948,000902-00-0961,C14,C06,C15,,,,,,,,,,,,,
12949,000902-00-0963,C14,C06,C15,,,,,,,,,,,,,
12950,000902-00-0966,C14,C06,C15,,,,,,,,,,,,,
12951,000902-00-0997,C14,C04,C08,C02,C07,C16,C10,C03,C12,,,,,,,
12952,000902-00-1004,C14,C10,,,,,,,,,,,,,,
12953,000902-00-1012,C14,C06,,,,,,,,,,,,,,
12954,000902-00-1030,C14,C06,C05,C15,C09,C12,C01,C02,,,,,,,,
12955,000902-00-1207,C14,C16,C15,C06,C11,C05,C04,C07,C09,C12,C13,C01,C02,C08,,
12956,000902-00-1302,C14,C13,C02,C05,,,,,,,,,,,,
12957,000902-00-1315,C14,C06,C05,C09,,,,,,,,,,,,
12958,000801-00-0192,C14,C03,C02,,,,,,,,,,,,,
12959,000801-00-0193,C14,C06,C09,C01,C11,C02,,,,,,,,,,
12960,000801-00-0395,C14,C15,C06,C07,C08,C11,C10,C03,,,,,,,,
12961,000801-00-0422,C14,C11,C03,,,,,,,,,,,,,
12962,000801-00-0426,C14,C09,C12,,,,,,,,,,,,,
12963,000801-00-0432,C14,C03,C09,C15,C16,C05,C10,,,,,,,,,
12964,000801-00-0435,C14,C15,C03,C06,C11,C05,C13,,,,,,,,,
12965,000501-00-0009,C14,C04,C06,C05,C09,C01,,,,,,,,,,
12966,000501-00-0020,C14,C12,C11,C02,C01,,,,,,,,,,,
12967,000501-00-0026,C14,C04,,,,,,,,,,,,,,
12968,000501-00-0069,C14,C13,C06,C05,C16,C02,C01,C09,,,,,,,,
12969,000501-00-0073,C14,C01,,,,,,,,,,,,,,
12970,000501-00-0086,C14,,,,,,,,,,,,,,,
12971,000501-00-0087,C14,,,,,,,,,,,,,,,
12972,000501-00-0106,C14,C02,C15,C01,C11,,,,,,,,,,,
12973,000501-00-0133,C14,C02,C13,,,,,,,,,,,,,
12974,000501-00-0136,C14,C03,C15,C12,C09,C05,,,,,,,,,,
12975,000501-00-0147,C14,C15,C16,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C12,,
12976,000501-00-0150,C14,C13,,,,,,,,,,,,,,
12977,000501-00-0194,C14,C15,C07,C02,C13,C16,C01,C06,C11,C09,C08,C12,C03,C04,C10,
12978,000501-00-0200,C14,C02,C11,C15,,,,,,,,,,,,
12979,000501-00-0201,C14,C07,,,,,,,,,,,,,,
12980,000501-00-0224,C14,C13,C12,C01,C02,C03,C07,C06,C05,C04,C10,C09,C08,,,
12981,000501-00-0248,C14,C15,C06,C09,,,,,,,,,,,,
12982,000501-00-0257,C14,C13,,,,,,,,,,,,,,
12983,000501-00-0314,C14,C13,C16,C04,C06,C15,C02,C11,,,,,,,,
12984,000501-00-0325,C14,C06,C05,,,,,,,,,,,,,
12985,000501-00-0334,C14,C15,C06,,,,,,,,,,,,,
12986,000501-00-0339,C14,C02,,,,,,,,,,,,,,
12987,000501-00-0350,C14,C07,C06,,,,,,,,,,,,,
12988,000501-00-0351,C14,C16,C05,,,,,,,,,,,,,
12989,000501-00-0352,C14,,,,,,,,,,,,,,,
12990,000501-00-0355,C14,C15,C06,C11,C07,C12,,,,,,,,,,
12991,000501-00-0360,C14,C15,C11,,,,,,,,,,,,,
12992,000501-00-0361,C14,C11,C15,C02,C03,C04,C05,C06,C07,,,,,,,
12993,000501-00-0388,C14,C11,,,,,,,,,,,,,,
12994,000501-00-0403,C14,,,,,,,,,,,,,,,
12995,000501-00-0405,C14,C10,C08,C09,C07,C06,,,,,,,,,,
12996,000501-00-0407,C14,,,,,,,,,,,,,,,
12997,000501-00-0430,C14,C15,C13,C03,C11,C02,C01,C04,C05,,,,,,,
12998,000501-00-0471,C14,C15,C02,C11,,,,,,,,,,,,
12999,000501-00-0501,C14,C13,C05,,,,,,,,,,,,,
13000,000501-00-0532,C14,,,,,,,,,,,,,,,
13001,000501-00-0595,C14,C15,,,,,,,,,,,,,,
13002,000501-00-0613,C14,C06,C12,C02,,,,,,,,,,,,
13003,000501-00-0696,C14,C15,,,,,,,,,,,,,,
13004,000501-00-0727,C14,C03,C05,C06,C09,C07,C16,C15,C11,C01,C02,C13,,,,
13005,000501-00-0748,C14,C15,C13,C12,C10,C09,C01,C02,C03,C05,C06,,,,,
13006,000501-00-0025,C14,C13,WI0,,,,,,,,,,,,,
13007,001103-00-0022,C14,C02,C05,,,,,,,,,,,,,
13008,001103-00-0031,C14,C06,C01,C09,C11,C13,C15,C12,,,,,,,,
13009,001103-00-0046,C14,C11,C15,,,,,,,,,,,,,
13010,001103-00-0093,C14,C06,C15,C02,C11,C03,,,,,,,,,,
13011,001103-00-0118,C14,C15,C09,C06,C01,C11,C12,C13,C07,,,,,,,
13012,001103-00-0146,C14,C05,C06,,,,,,,,,,,,,
13013,001103-00-0192,C14,C06,C09,C13,C15,C02,,,,,,,,,,
13014,001103-00-0323,C14,C06,C03,C02,C15,C13,,,,,,,,,,
13015,001103-00-0335,C14,C07,,,,,,,,,,,,,,
13016,001103-00-0337,C14,C15,C12,C07,C08,,,,,,,,,,,
13017,001103-00-0350,C14,C15,,,,,,,,,,,,,,
13018,001103-00-0384,C14,,,,,,,,,,,,,,,
13019,001103-00-0430,C14,,,,,,,,,,,,,,,
13020,001103-00-0433,C14,C02,,,,,,,,,,,,,,
13021,001103-00-0452,C14,C15,C06,C05,C02,,,,,,,,,,,
13022,001103-00-0454,C14,C15,C06,,,,,,,,,,,,,
13023,001103-00-0464,C14,C04,C05,C03,C09,C06,C12,C15,,,,,,,,
13024,001103-00-0484,C14,C15,C13,C02,C03,,,,,,,,,,,
13025,001103-00-0488,C14,C15,,,,,,,,,,,,,,
13026,001103-00-0555,C14,C15,C02,C05,C06,C09,C13,C11,,,,,,,,
13027,001103-00-0582,C14,C15,C06,C02,C05,C13,C01,C12,,,,,,,,
13028,001103-00-0596,C14,C06,C09,,,,,,,,,,,,,
13029,001103-00-0636,C14,C06,C15,C09,C01,C13,,,,,,,,,,
13030,001103-00-0639,C14,C06,C15,,,,,,,,,,,,,
13031,001103-00-0641,C14,C15,,,,,,,,,,,,,,
13032,001103-00-0663,C14,C03,C01,C07,C09,,,,,,,,,,,
13033,001103-00-0704,C14,,,,,,,,,,,,,,,
13034,001103-00-0758,C14,C05,C06,C02,,,,,,,,,,,,
13035,001103-00-0759,C14,C06,C15,,,,,,,,,,,,,
13036,001103-00-0779,C14,C05,C08,C02,C09,C12,C07,,,,,,,,,
13037,001103-00-0785,C14,C16,C02,C12,C07,,,,,,,,,,,
13038,001103-00-0810,C14,C01,C05,,,,,,,,,,,,,
13039,001103-00-0836,C14,C06,C11,,,,,,,,,,,,,
13040,001103-00-0844,C14,,,,,,,,,,,,,,,
13041,001103-00-0933,C14,C03,C06,C15,,,,,,,,,,,,
13042,001103-00-0940,C14,C09,C06,C13,C02,,,,,,,,,,,
13043,001103-00-0943,C14,C03,C06,C15,,,,,,,,,,,,
13044,001103-00-0946,C14,C02,,,,,,,,,,,,,,
13045,001103-00-0950,C14,C06,,,,,,,,,,,,,,
13046,001103-00-1006,C14,C15,C09,,,,,,,,,,,,,
13047,001103-00-1075,C14,C15,C11,C05,C10,C12,C09,C08,C04,C01,,,,,,
13048,001103-00-1083,C14,C06,C15,C09,C01,C02,C05,C11,C13,,,,,,,
13049,001103-00-1117,C14,C03,C15,C16,C11,C02,C05,C06,,,,,,,,
13050,001103-00-1120,C14,C06,C15,C09,C01,,,,,,,,,,,
13051,001103-00-1134,C14,C09,C02,C06,C13,C15,C01,C05,C11,,,,,,,
13052,001103-00-1144,C14,C02,C11,,,,,,,,,,,,,
13053,001103-00-1154,C14,C12,C03,C06,,,,,,,,,,,,
13054,001103-00-1165,C14,C15,C09,C03,,,,,,,,,,,,
13055,001103-00-1171,C14,C02,C01,C11,C09,C05,C06,C03,,,,,,,,
13056,001103-00-1189,C14,C15,C03,,,,,,,,,,,,,
13057,001103-00-1199,C14,C06,C02,,,,,,,,,,,,,
13058,001103-00-1201,C14,C06,,,,,,,,,,,,,,
13059,001103-00-1264,C14,C09,C06,C02,C15,C13,C11,C01,C07,C12,C16,,,,,
13060,001103-00-1287,C14,C03,C07,C11,C02,C15,C01,C05,C09,C06,,,,,,
13061,001103-00-1331,C14,C15,,,,,,,,,,,,,,
13062,001103-00-1379,C14,C06,C09,C11,C15,C01,,,,,,,,,,
13063,001103-00-1432,C14,C02,C06,C15,,,,,,,,,,,,
13064,001103-00-1452,C14,C06,,,,,,,,,,,,,,
13065,001103-00-1542,C14,C06,C15,C09,C02,,,,,,,,,,,
13066,001101-00-0003,C14,,,,,,,,,,,,,,,
13067,001101-00-0005,C14,C07,C03,,,,,,,,,,,,,
13068,001101-00-0204,C14,C16,C06,,,,,,,,,,,,,
13069,001101-00-0341,C14,C06,C05,C16,C11,C09,C02,C01,C07,,,,,,,
13070,001101-00-0359,C14,C02,,,,,,,,,,,,,,
13071,001101-00-0399,C14,C03,C09,C02,C11,C05,C06,C07,C08,C10,C12,C13,C15,C16,C01,C04
13072,001101-00-0410,C14,,,,,,,,,,,,,,,
13073,000402-00-0081,C14,C11,C06,,,,,,,,,,,,,
13074,000402-00-0124,C14,C01,C07,C11,,,,,,,,,,,,
13075,000402-00-0202,C14,,,,,,,,,,,,,,,
13076,000402-00-0264,C14,C11,C02,C09,C06,C03,C05,C13,C01,,,,,,,
13077,000402-00-0272,C14,C16,,,,,,,,,,,,,,
13078,000402-00-0300,C14,C09,C02,,,,,,,,,,,,,
13079,000402-00-0327,C14,C03,C09,C02,C06,,,,,,,,,,,
13080,000402-00-0353,C14,C07,C16,C13,,,,,,,,,,,,
13081,000402-00-0372,C14,C06,C02,C01,C09,C05,C11,C15,,,,,,,,
13082,000402-00-0422,C14,C16,C07,C11,,,,,,,,,,,,
13083,000402-00-0428,C14,C16,C09,C13,C01,C02,,,,,,,,,,
13084,000402-00-0431,C14,C13,C09,,,,,,,,,,,,,
13085,000402-00-0443,C14,,,,,,,,,,,,,,,
13086,000402-00-0535,C14,C16,C10,C12,C08,C07,C04,,,,,,,,,
13087,000402-00-0547,C14,C07,,,,,,,,,,,,,,
13088,000402-00-0725,C14,C16,C04,C07,C08,C10,C12,,,,,,,,,
13089,000401-00-0206,C14,C06,,,,,,,,,,,,,,
13090,000401-00-0245,C14,C06,,,,,,,,,,,,,,
