,Unnamed: 0,Unnamed: 1,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28
14549,000101-00-0505,10007,C04,C03,C12,,,,,,,,,,,,,,,,,,,,,,,,
14550,000101-00-0507,10005,C13,C12,C14,C01,C10,C15,C20,C19,C02,C03,,,,,,,,,,,,,,,,,
14551,000101-00-0509,10009,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,,
14552,000101-00-0511,10008,C20,C15,C19,C10,C12,,,,,,,,,,,,,,,,,,,,,,
14553,000101-00-0513,10010,C19,C13,,,,,,,,,,,,,,,,,,,,,,,,,
14554,000101-00-0516,10006,C02,C04,C21,C22,C23,C05,C06,C17,C16,C18,C15,C14,C13,C11,C12,C10,C09,C08,C07,,,,,,,,
14555,000101-00-0518,10011,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14556,000101-00-0520,10012,C04,C21,C03,C12,C14,,,,,,,,,,,,,,,,,,,,,,
14557,000101-00-0521,10013,C15,C14,C12,C01,C03,,,,,,,,,,,,,,,,,,,,,,
14558,000101-00-0525,10014,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14559,000101-00-0527,10017,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14560,000101-00-0529,10018,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14561,000101-00-0530,10019,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14562,000101-00-0533,10022,C20,C19,,,,,,,,,,,,,,,,,,,,,,,,,
14563,000101-00-0535,10016,C15,C20,C08,C04,C09,,,,,,,,,,,,,,,,,,,,,,
14564,000101-00-0537,10020,C12,C01,C20,,,,,,,,,,,,,,,,,,,,,,,,
14565,000101-00-0539,10000,C19,C20,C10,C03,C01,C12,C15,C02,C14,,,,,,,,,,,,,,,,,,
14566,000101-00-0542,10001,C19,C20,C01,C03,C05,C12,,,,,,,,,,,,,,,,,,,,,
14567,000101-00-0544,10002,C01,C20,C02,,,,,,,,,,,,,,,,,,,,,,,,
14568,000101-00-0546,10003,C04,C10,C12,C19,C20,C03,C05,C06,C15,C21,C07,C08,C13,,,,,,,,,,,,,,
14569,000101-00-0548,10006,C20,C23,C06,,,,,,,,,,,,,,,,,,,,,,,,
14570,000101-00-0550,10007,C20,C19,C06,C14,C02,C01,,,,,,,,,,,,,,,,,,,,,
14571,000101-00-0553,10004,C20,C19,C16,C21,C14,C15,C22,C05,C12,C01,C07,C11,C04,C08,C02,C03,C09,C10,C23,C18,C17,C13,C06,,,,
14572,000101-00-0554,10008,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,,
14573,000101-00-0556,10010,C04,C08,C21,C11,,,,,,,,,,,,,,,,,,,,,,,
14574,000101-00-0559,10013,C11,C20,C03,C01,C19,C12,C06,C14,C15,C10,,,,,,,,,,,,,,,,,
14575,000101-00-0562,10015,C20,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,
14576,000101-00-0563,10009,C04,C02,C12,C17,C20,,,,,,,,,,,,,,,,,,,,,,
14577,000101-00-0566,10014,C10,C03,C08,,,,,,,,,,,,,,,,,,,,,,,,
14578,000101-00-0568,10017,C01,C15,C03,C04,C20,,,,,,,,,,,,,,,,,,,,,,
14579,000101-00-0569,10018,C20,C03,C11,C15,C12,,,,,,,,,,,,,,,,,,,,,,
14580,000101-00-0571,10012,C20,C14,C15,C10,C04,C13,C16,C17,C18,C23,C06,C12,,,,,,,,,,,,,,,
14581,000101-00-0573,10020,C04,C15,C02,C06,C19,C03,,,,,,,,,,,,,,,,,,,,,
14582,000101-00-0574,10021,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14583,000101-00-0575,10022,C20,C12,C03,C15,C19,C10,,,,,,,,,,,,,,,,,,,,,
14584,000101-00-0578,10000,C20,C12,C13,,,,,,,,,,,,,,,,,,,,,,,,
14585,000101-00-0580,10001,C20,C13,C12,C03,,,,,,,,,,,,,,,,,,,,,,,
14586,000101-00-0582,10004,C02,C14,C19,C08,C01,C22,C10,C03,C12,,,,,,,,,,,,,,,,,,
14587,000101-00-0583,10002,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
14588,000101-00-0585,10003,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
14589,000101-00-0587,10005,C16,C20,C05,C09,C21,C01,C12,C22,,,,,,,,,,,,,,,,,,,
14590,000101-00-0589,10006,C13,C20,C19,,,,,,,,,,,,,,,,,,,,,,,,
14591,000101-00-0592,10008,C20,C12,C11,,,,,,,,,,,,,,,,,,,,,,,,
14592,000101-00-0593,10007,C20,C11,C15,,,,,,,,,,,,,,,,,,,,,,,,
14593,000101-00-0596,10010,C10,C19,C15,,,,,,,,,,,,,,,,,,,,,,,,
14594,000101-00-0597,10013,C01,C02,C03,,,,,,,,,,,,,,,,,,,,,,,,
14595,000101-00-0599,10012,C19,C03,C15,C01,C12,C10,C02,C14,C20,,,,,,,,,,,,,,,,,,
14596,000101-00-0601,10009,C12,C14,C10,C15,C19,C20,C04,,,,,,,,,,,,,,,,,,,,
14597,000101-00-0603,10011,C02,C03,C14,C23,C19,C04,C11,C15,C17,C21,C05,C22,,,,,,,,,,,,,,,
14598,000101-00-0606,10014,C20,C03,C13,,,,,,,,,,,,,,,,,,,,,,,,
14599,000101-00-0607,10017,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14600,000101-00-0609,10016,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14601,000101-00-0611,10015,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14602,000101-00-0613,10018,C14,C03,C04,C08,C02,C22,C19,C11,C13,,,,,,,,,,,,,,,,,,
14603,000101-00-0615,10020,C20,C12,C18,,,,,,,,,,,,,,,,,,,,,,,,
14604,000101-00-0618,10000,C08,C12,C13,C20,,,,,,,,,,,,,,,,,,,,,,,
14605,000101-00-0619,10021,C04,C11,,,,,,,,,,,,,,,,,,,,,,,,,
14606,000101-00-0622,10022,C20,C12,C19,,,,,,,,,,,,,,,,,,,,,,,,
14607,000101-00-0624,10000,C20,C12,C19,,,,,,,,,,,,,,,,,,,,,,,,
14608,000101-00-0626,10003,C20,C03,,,,,,,,,,,,,,,,,,,,,,,,,
14609,000101-00-0627,10001,C10,C01,C15,C03,C08,C11,C14,C19,C21,,,,,,,,,,,,,,,,,,
14610,000101-00-0629,10004,C20,C05,C08,C14,C19,C21,C01,,,,,,,,,,,,,,,,,,,,
14611,000101-00-0630,10007,C20,C03,C13,C02,,,,,,,,,,,,,,,,,,,,,,,
14612,000101-00-0632,10006,C21,C22,C20,,,,,,,,,,,,,,,,,,,,,,,,
14613,000101-00-0635,10009,C11,C04,C13,C16,C05,C08,,,,,,,,,,,,,,,,,,,,,
14614,000101-00-0636,10011,C20,C13,,,,,,,,,,,,,,,,,,,,,,,,,
14615,000101-00-0638,10010,C20,C04,C13,C02,,,,,,,,,,,,,,,,,,,,,,,
14616,000101-00-0641,10013,C20,C19,C11,,,,,,,,,,,,,,,,,,,,,,,,
14617,000101-00-0643,10014,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,,
14618,000101-00-0644,10012,C04,C06,C02,C12,C10,C15,C20,C21,C03,,,,,,,,,,,,,,,,,,
14619,000101-00-0647,10015,C01,C19,C20,C03,C02,C10,C12,C13,C14,C15,,,,,,,,,,,,,,,,,
14620,000101-00-0648,10016,C20,C19,C01,C02,C03,C08,C11,,,,,,,,,,,,,,,,,,,,
14621,000101-00-0650,10003,C20,C04,,,,,,,,,,,,,,,,,,,,,,,,,
14622,000101-00-0652,10000,C11,C04,C08,C17,C02,C14,C22,C23,C16,,,,,,,,,,,,,,,,,,
14623,000101-00-0654,10001,C11,C04,C08,C02,C14,C17,C20,C22,C23,,,,,,,,,,,,,,,,,,
14624,000101-00-0656,10002,C03,C14,C01,C04,C19,C02,C23,C20,C15,C18,,,,,,,,,,,,,,,,,
14625,000101-00-0658,10004,C11,C10,C21,C20,C19,C15,C03,,,,,,,,,,,,,,,,,,,,
14626,000101-00-0660,10007,C20,C12,C15,C11,,,,,,,,,,,,,,,,,,,,,,,
14627,000101-00-0661,10005,C20,C02,C03,C15,C06,,,,,,,,,,,,,,,,,,,,,,
14628,000101-00-0664,10006,C04,C13,C01,C19,C05,C15,C21,C02,C14,C22,,,,,,,,,,,,,,,,,
14629,000101-00-0665,10009,C21,,,,,,,,,,,,,,,,,,,,,,,,,,
14630,000101-00-0668,10010,C04,C15,C01,C03,C12,C06,C08,C10,C20,,,,,,,,,,,,,,,,,,
14631,000101-00-0669,10015,C19,C20,C01,C02,C14,C03,,,,,,,,,,,,,,,,,,,,,
14632,000101-00-0671,10014,C01,C20,C02,C14,,,,,,,,,,,,,,,,,,,,,,,
14633,000101-00-0674,10018,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14634,000101-00-0675,10017,C20,C15,C03,C19,C12,C01,C10,,,,,,,,,,,,,,,,,,,,
14635,000101-00-0678,10020,C12,C11,C10,C09,C08,C07,C06,C05,C04,C03,C02,C01,C23,C22,C21,C13,C15,C16,C17,C18,C19,C20,C14,,,,
14636,000101-00-0679,10000,C04,C02,C08,C14,C11,C06,,,,,,,,,,,,,,,,,,,,,
14637,000101-00-0681,10022,C04,C02,C11,C14,C03,C08,C06,C23,C19,,,,,,,,,,,,,,,,,,
14638,000101-00-0682,10004,C12,C20,C19,C03,C15,C01,C02,,,,,,,,,,,,,,,,,,,,
14639,000101-00-0684,10003,C20,C11,C03,,,,,,,,,,,,,,,,,,,,,,,,
14640,000101-00-0686,10011,C20,C01,C12,C14,C19,C15,C03,C10,C02,,,,,,,,,,,,,,,,,,
14641,000101-00-0688,10012,C20,C01,C19,C14,C02,C03,C10,C12,,,,,,,,,,,,,,,,,,,
14642,000101-00-0690,10013,C20,C01,C10,C14,C15,C19,C02,C03,C12,,,,,,,,,,,,,,,,,,
14643,000101-00-0692,10005,C03,C20,C10,C12,C15,C14,C19,C01,C02,,,,,,,,,,,,,,,,,,
14644,000101-00-0696,10006,C10,C12,C14,C20,C19,C15,C01,C02,C03,C05,C16,,,,,,,,,,,,,,,,
14645,000101-00-0697,10007,C14,C08,C03,C06,C04,C02,C22,C20,C07,,,,,,,,,,,,,,,,,,
14646,000101-00-0698,10008,C14,C06,C08,C11,C22,,,,,,,,,,,,,,,,,,,,,,
14647,000101-00-0700,10009,C20,C04,C13,C12,C10,C11,C15,C14,C02,C03,C05,,,,,,,,,,,,,,,,
14648,000101-00-0702,10010,C20,C12,,,,,,,,,,,,,,,,,,,,,,,,,
14649,000101-00-0704,10012,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14650,000101-00-0705,10011,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14651,000101-00-0706,10013,C19,C14,C04,C15,C20,C02,C06,C08,C22,,,,,,,,,,,,,,,,,,
14652,000101-00-0708,10014,C04,C13,C10,C21,C17,C11,,,,,,,,,,,,,,,,,,,,,
14653,000101-00-0710,10015,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14654,000101-00-0713,10017,C14,C22,C06,C19,,,,,,,,,,,,,,,,,,,,,,,
14655,000101-00-0714,10016,C20,C01,C12,C02,,,,,,,,,,,,,,,,,,,,,,,
14656,000101-00-0716,10018,C22,C14,C19,,,,,,,,,,,,,,,,,,,,,,,,
14657,000101-00-0717,10018,C22,C14,C19,,,,,,,,,,,,,,,,,,,,,,,,
14658,000101-00-0719,10020,C14,C03,,,,,,,,,,,,,,,,,,,,,,,,,
14659,000101-00-0720,10019,C12,C14,C10,C21,C15,C11,,,,,,,,,,,,,,,,,,,,,
14660,000101-00-0722,10021,C15,C01,C20,C06,C04,C03,C10,,,,,,,,,,,,,,,,,,,,
14661,000101-00-0725,10000,C08,C14,C22,C04,C02,,,,,,,,,,,,,,,,,,,,,,
14662,000101-00-0726,10022,C14,C04,C22,C08,C02,C03,C06,,,,,,,,,,,,,,,,,,,,
14663,000101-00-0728,10001,C20,C12,C19,,,,,,,,,,,,,,,,,,,,,,,,
14664,000101-00-0730,10002,C20,C15,C13,C04,,,,,,,,,,,,,,,,,,,,,,,
14665,000101-00-0732,10006,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14666,000101-00-0734,10005,C19,C01,,,,,,,,,,,,,,,,,,,,,,,,,
14667,000101-00-0738,10004,C11,C16,C01,C04,C02,C23,,,,,,,,,,,,,,,,,,,,,
14668,000101-00-0739,10009,C21,C14,C01,C16,C20,C06,,,,,,,,,,,,,,,,,,,,,
14669,000101-00-0742,10007,C11,C16,C02,C05,C23,C14,C06,C22,C08,,,,,,,,,,,,,,,,,,
14670,000101-00-0743,10013,C20,C15,C14,C19,C01,C02,C03,C10,C12,,,,,,,,,,,,,,,,,,
14671,000101-00-0744,10010,C04,C19,C05,C08,,,,,,,,,,,,,,,,,,,,,,,
14672,000101-00-0747,10011,C13,C20,C12,C10,C15,C08,C05,C07,,,,,,,,,,,,,,,,,,,
14673,000101-00-0748,10012,C03,C10,C06,C15,C21,C19,C04,C08,C02,C20,,,,,,,,,,,,,,,,,
14674,000101-00-0750,10014,C11,C16,C02,C05,C23,C14,C06,C22,C08,C04,,,,,,,,,,,,,,,,,
14675,000101-00-0752,10017,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14676,000101-00-0754,10016,C19,C20,C03,C04,C12,C15,C02,C01,,,,,,,,,,,,,,,,,,,
14677,000101-00-0756,10015,C04,C05,C08,,,,,,,,,,,,,,,,,,,,,,,,
14678,000101-00-0758,10019,C20,C11,,,,,,,,,,,,,,,,,,,,,,,,,
14679,000101-00-0761,10018,C04,C01,C20,C06,C10,C15,C19,C02,C03,C12,,,,,,,,,,,,,,,,,
14680,000101-00-0762,10022,C03,C04,C06,C10,C11,C14,C15,C19,C20,C21,,,,,,,,,,,,,,,,,
14681,000101-00-0765,10021,C08,C10,C20,,,,,,,,,,,,,,,,,,,,,,,,
14682,000101-00-0767,10003,C02,C04,C14,,,,,,,,,,,,,,,,,,,,,,,,
14683,000101-00-0768,10002,C03,,,,,,,,,,,,,,,,,,,,,,,,,,
14684,000101-00-0771,10020,C04,C20,C19,C12,C08,C03,C02,C01,C10,C11,C13,C15,C16,C17,C18,C21,C22,C23,C05,C06,C07,C09,C14,,,,
14685,000101-00-0773,10000,C08,C04,C02,C11,C14,C15,C19,C22,C21,C12,C01,C06,C10,,,,,,,,,,,,,,
14686,000101-00-0774,10001,C04,C14,C06,C22,,,,,,,,,,,,,,,,,,,,,,,
14687,000101-00-0776,10005,C06,C22,C10,C02,,,,,,,,,,,,,,,,,,,,,,,
14688,000101-00-0778,10006,C14,C06,C22,C04,C02,C08,C19,,,,,,,,,,,,,,,,,,,,
14689,000101-00-0780,10008,C19,C02,C01,,,,,,,,,,,,,,,,,,,,,,,,
14690,000101-00-0782,10004,C11,C04,C08,C14,C19,C02,,,,,,,,,,,,,,,,,,,,,
14691,000101-00-0785,10007,C21,C08,C04,C06,C16,C17,C18,C11,C23,,,,,,,,,,,,,,,,,,
14692,000101-00-0787,10010,C06,C21,C19,C14,C10,C01,C02,C20,C12,,,,,,,,,,,,,,,,,,
14693,000101-00-0788,10009,C20,C14,C06,C01,C02,C10,C12,C13,C16,C19,C21,,,,,,,,,,,,,,,,
14694,000101-00-0790,10012,C04,C05,C23,C22,C18,C17,C16,C21,C11,C09,C08,C06,,,,,,,,,,,,,,,
14695,000101-00-0792,10011,C04,C03,C10,C11,,,,,,,,,,,,,,,,,,,,,,,
14696,000101-00-0794,10013,C19,C01,C15,C12,C02,,,,,,,,,,,,,,,,,,,,,,
14697,000101-00-0796,10015,C11,C22,C04,C06,C07,C08,C13,C05,C09,,,,,,,,,,,,,,,,,,
14698,000101-00-0798,10016,C11,C04,C14,,,,,,,,,,,,,,,,,,,,,,,,
14699,000101-00-0799,10017,C11,C04,C14,C20,,,,,,,,,,,,,,,,,,,,,,,
14700,000101-00-0801,10018,C04,C10,,,,,,,,,,,,,,,,,,,,,,,,,
14701,000101-00-0802,10021,C06,C11,C03,,,,,,,,,,,,,,,,,,,,,,,,
14702,000101-00-0803,10019,C19,C20,C21,C15,,,,,,,,,,,,,,,,,,,,,,,
14703,000101-00-0805,10020,C03,C06,C21,C11,C14,C19,,,,,,,,,,,,,,,,,,,,,
14704,000101-00-0807,10022,C22,,,,,,,,,,,,,,,,,,,,,,,,,,
14705,000101-00-0808,10017,C11,,,,,,,,,,,,,,,,,,,,,,,,,,
14706,000101-00-0811,10019,C20,C10,C12,C14,,,,,,,,,,,,,,,,,,,,,,,
14707,000101-00-0814,10000,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14708,000101-00-0815,10022,C12,C01,C03,C14,C20,,,,,,,,,,,,,,,,,,,,,,
14709,000101-00-0818,10001,C20,C10,C18,C02,C03,,,,,,,,,,,,,,,,,,,,,,
14710,000101-00-0819,10002,C10,C04,C14,C19,,,,,,,,,,,,,,,,,,,,,,,
14711,000101-00-0821,10003,C04,C07,C01,C20,C19,,,,,,,,,,,,,,,,,,,,,,
14712,000101-00-0823,10005,C10,C20,C03,,,,,,,,,,,,,,,,,,,,,,,,
14713,000101-00-0826,10009,C12,C19,C03,,,,,,,,,,,,,,,,,,,,,,,,
14714,000101-00-0827,10021,C04,C19,C23,C08,C16,C21,C18,C02,,,,,,,,,,,,,,,,,,,
14715,000101-00-0830,10004,C03,C06,C11,C20,C19,C10,C01,C02,C15,C14,C12,,,,,,,,,,,,,,,,
14716,000101-00-0831,10010,C20,C13,,,,,,,,,,,,,,,,,,,,,,,,,
14717,000101-00-0834,10008,C10,C12,C14,C15,C19,C01,C02,C03,,,,,,,,,,,,,,,,,,,
14718,000101-00-0835,10020,C06,C19,C08,C04,C14,C22,C21,C03,C05,C01,C20,C17,C07,C12,C09,C11,C10,C16,C23,,,,,,,,
14719,000101-00-0838,10007,C19,C03,C20,C15,C12,C10,C14,,,,,,,,,,,,,,,,,,,,
14720,000101-00-0839,10012,C14,C08,C02,C04,C10,,,,,,,,,,,,,,,,,,,,,,
14721,000101-00-0841,10006,C03,C19,C20,C12,C10,C01,C15,C02,C14,,,,,,,,,,,,,,,,,,
14722,000101-00-0843,10013,C10,C04,C03,C01,C20,C14,C15,C02,C12,,,,,,,,,,,,,,,,,,
14723,000101-00-0846,10014,C04,C14,C19,C21,C06,C11,,,,,,,,,,,,,,,,,,,,,
14724,000101-00-0848,10015,C04,,,,,,,,,,,,,,,,,,,,,,,,,,
14725,000101-00-0850,10018,C04,C14,C03,C19,C20,,,,,,,,,,,,,,,,,,,,,,
14726,000101-00-0851,10016,C10,C13,C06,C20,C03,C11,C04,C16,C05,,,,,,,,,,,,,,,,,,
14727,000101-00-0854,10019,C04,C02,C14,C08,C22,C06,C21,C01,C11,C23,C05,C07,C09,C13,C16,C17,C18,,,,,,,,,,
14728,000101-00-0855,10017,C21,C01,C19,C20,C03,C04,C14,C08,C02,C22,,,,,,,,,,,,,,,,,
14729,000101-00-0857,10021,C19,,,,,,,,,,,,,,,,,,,,,,,,,,
14730,000101-00-0859,10020,C06,C08,C20,C14,C21,C03,,,,,,,,,,,,,,,,,,,,,
14731,000101-00-0860,10022,C10,C01,C03,C12,C20,,,,,,,,,,,,,,,,,,,,,,
14732,000101-00-0863,10000,C20,,,,,,,,,,,,,,,,,,,,,,,,,,
14733,000101-00-0864,10015,C20,C15,C04,C12,,,,,,,,,,,,,,,,,,,,,,,
14734,000101-00-0866,10012,C14,C15,C16,C12,C03,C19,C04,C10,C07,,,,,,,,,,,,,,,,,,
14735,000101-00-0869,10014,C14,C06,C22,C03,C20,,,,,,,,,,,,,,,,,,,,,,
14736,000101-00-0871,10013,C06,C14,C22,C03,C04,,,,,,,,,,,,,,,,,,,,,,
14737,000101-00-0872,10017,C04,C20,C03,,,,,,,,,,,,,,,,,,,,,,,,
14738,000101-00-0874,10016,C04,C08,C07,C05,C22,C18,C03,C16,C14,C11,C09,C23,C21,C17,,,,,,,,,,,,,
14739,000101-00-0876,10018,C04,C14,C09,,,,,,,,,,,,,,,,,,,,,,,,
14740,000101-00-0878,10002,C04,C19,,,,,,,,,,,,,,,,,,,,,,,,,
14741,000101-00-0880,10003,C04,C06,C14,C02,C01,,,,,,,,,,,,,,,,,,,,,,
14742,000101-00-0001,10019,C20,C12,C10,C14,C15,C19,C18,C17,C16,C13,C08,C07,C06,C05,C04,C03,C02,C01,C23,C22,,,,,,,
14743,000101-00-0002,10018,C04,C14,C20,C18,C16,C17,C21,C23,C19,C02,C06,C03,C05,C08,C07,C09,C11,C10,C12,C13,WI0,WI0,,,,,
14744,000101-00-0003,10005,C20,C21,WI0,,,,,,,,,,,,,,,,,,,,,,,,
14745,000101-00-0004,10002,C10,C14,C03,WI0,,,,,,,,,,,,,,,,,,,,,,,
14746,000101-00-0005,10009,WI0,C04,,,,,,,,,,,,,,,,,,,,,,,,,
14747,000101-00-0027,10000,C17,C20,,,,,,,,,,,,,,,,,,,,,,,,,
14748,000101-00-0028,10000,C14,C08,C20,C01,C06,C19,C22,C21,C15,C02,C03,C12,C10,,,,,,,,,,,,,,
14749,000101-00-0029,10000,C19,C03,C12,C20,C14,,,,,,,,,,,,,,,,,,,,,,
14750,000101-00-0030,10008,C20,C04,C11,C03,C07,,,,,,,,,,,,,,,,,,,,,,
14751,000101-00-0031,10000,C20,C15,C16,C02,C04,C06,C07,C08,C09,C10,C11,C12,C13,C14,C17,C18,C19,C21,C22,C23,C01,C03,,,,,
14752,000101-00-0032,10010,C01,C12,C19,C02,C20,C10,C03,C11,C04,C16,,,,,,,,,,,,,,,,,
14753,000101-00-0033,10006,C15,C20,C02,C04,C06,C13,,,,,,,,,,,,,,,,,,,,,
14754,000101-00-0034,10010,C02,C14,C04,C21,C10,C08,C19,C01,,,,,,,,,,,,,,,,,,,
14755,000101-00-0035,10009,C20,C01,C02,C03,C10,C12,C14,C15,,,,,,,,,,,,,,,,,,,
14756,000101-00-0036,10001,C20,C15,C03,C19,C12,C02,C04,C01,,,,,,,,,,,,,,,,,,,
14757,000101-00-0037,10000,C19,C20,C12,C01,C02,C03,C10,C14,C15,,,,,,,,,,,,,,,,,,
14758,000101-00-0038,10000,C19,C20,C01,C02,C03,C10,C12,C14,C15,,,,,,,,,,,,,,,,,,
14759,000101-00-0041,10015,C20,C16,C17,C19,C21,C22,C23,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,WI0,,,,
14760,000101-00-0042,10005,C19,C20,C11,C06,C15,C02,C05,WI0,C22,,,,,,,,,,,,,,,,,,
14761,000101-00-0043,10016,C10,,,,,,,,,,,,,,,,,,,,,,,,,,
14762,000801-00-0001,10010,C10,C02,C03,C11,C12,C19,C05,C06,C07,C08,C23,C21,,,,,,,,,,,,,,,
14763,000801-00-0004,10000,C10,C15,C21,C03,C06,C19,C20,C12,C01,,,,,,,,,,,,,,,,,,
14764,000801-00-0006,10009,C21,C14,C07,C02,C11,C08,C23,,,,,,,,,,,,,,,,,,,,
14765,000801-00-0008,10007,C12,C10,,,,,,,,,,,,,,,,,,,,,,,,,
14766,000801-00-0009,10008,C10,C12,,,,,,,,,,,,,,,,,,,,,,,,,
14767,000801-00-0012,10006,C10,C01,C03,C15,C12,C20,C19,,,,,,,,,,,,,,,,,,,,
14768,000801-00-0013,10005,C10,C12,C14,C15,C19,C20,C01,C02,C03,,,,,,,,,,,,,,,,,,
14769,000801-00-0015,10004,C02,C08,C14,,,,,,,,,,,,,,,,,,,,,,,,
14770,000801-00-0018,10003,C02,C08,C14,,,,,,,,,,,,,,,,,,,,,,,,
14771,000801-00-0020,10002,C08,C02,C04,C14,C22,,,,,,,,,,,,,,,,,,,,,,
14772,000801-00-0022,10013,C08,C02,C04,C14,C22,,,,,,,,,,,,,,,,,,,,,,
14773,000801-00-0024,10021,C08,C04,C02,C22,,,,,,,,,,,,,,,,,,,,,,,
14774,000801-00-0025,10019,C02,C04,C14,C15,C03,,,,,,,,,,,,,,,,,,,,,,
14775,000801-00-0027,10020,C02,C14,C04,,,,,,,,,,,,,,,,,,,,,,,,
14776,000801-00-0030,10018,C04,C02,C08,C22,C14,C19,,,,,,,,,,,,,,,,,,,,,
14777,000801-00-0031,10017,C15,C02,C12,,,,,,,,,,,,,,,,,,,,,,,,
14778,000801-00-0033,10016,C10,C08,C04,C23,C21,C02,C06,C11,C15,C14,,,,,,,,,,,,,,,,,
14779,000801-00-0036,10015,C03,,,,,,,,,,,,,,,,,,,,,,,,,,
14780,000801-00-0038,10011,C01,C11,C03,C20,C04,C06,C02,C10,C08,,,,,,,,,,,,,,,,,,
14781,000801-00-0040,10012,C01,C10,C03,C02,C08,C20,C11,C04,C06,C22,C21,,,,,,,,,,,,,,,,
14782,000801-00-0041,10010,C15,C03,C19,C01,C10,C12,C20,,,,,,,,,,,,,,,,,,,,
14783,000801-00-0044,10009,C02,C12,C03,C14,,,,,,,,,,,,,,,,,,,,,,,
14784,000801-00-0046,10008,C02,C19,C14,,,,,,,,,,,,,,,,,,,,,,,,
14785,000801-00-0047,10007,C03,C12,C14,,,,,,,,,,,,,,,,,,,,,,,,
14786,000801-00-0050,10000,C01,C03,C19,C15,C10,C12,,,,,,,,,,,,,,,,,,,,,
14787,000801-00-0052,10000,C02,C10,,,,,,,,,,,,,,,,,,,,,,,,,
14788,000801-00-0053,10000,C06,C14,C18,C22,,,,,,,,,,,,,,,,,,,,,,,
14789,000801-00-0055,10000,C08,C02,C04,C06,C22,C21,C14,C10,,,,,,,,,,,,,,,,,,,
14790,000801-00-0058,10000,C02,C06,C10,,,,,,,,,,,,,,,,,,,,,,,,
14791,000801-00-0059,10000,C12,C10,C15,C01,,,,,,,,,,,,,,,,,,,,,,,
14792,000801-00-0062,10000,C08,C12,C19,,,,,,,,,,,,,,,,,,,,,,,,
14793,000801-00-0063,10000,C01,C03,C19,C12,C15,C02,C10,C14,,,,,,,,,,,,,,,,,,,
14794,000801-00-0066,10000,C12,C21,,,,,,,,,,,,,,,,,,,,,,,,,
14795,000801-00-0068,10006,C03,C01,C05,C09,C21,C12,C22,C06,C10,,,,,,,,,,,,,,,,,,
14796,000801-00-0069,10002,C01,C10,C15,C03,,,,,,,,,,,,,,,,,,,,,,,
14797,000801-00-0071,10004,C01,C15,C14,C12,C22,C02,C04,C20,C19,C18,C17,C16,C13,C05,C06,C07,C08,C09,C10,C11,C23,C03,C21,,,,
14798,000801-00-0074,10003,C19,C01,C20,C03,,,,,,,,,,,,,,,,,,,,,,,
14799,000801-00-0075,10001,C02,C08,C04,C14,C21,C15,,,,,,,,,,,,,,,,,,,,,
14800,000801-00-0078,10021,C08,C02,C14,C06,C04,C10,,,,,,,,,,,,,,,,,,,,,
14801,000801-00-0080,10022,C12,C19,C02,C04,C01,C03,C15,C10,C14,C20,,,,,,,,,,,,,,,,,
14802,000801-00-0081,10000,C08,C04,C02,C13,C23,C05,C09,C11,C22,C21,,,,,,,,,,,,,,,,,
14803,000801-00-0082,10020,C02,C10,C01,,,,,,,,,,,,,,,,,,,,,,,,
14804,000801-00-0085,10019,C02,C08,,,,,,,,,,,,,,,,,,,,,,,,,
14805,000801-00-0086,10016,C04,C14,,,,,,,,,,,,,,,,,,,,,,,,,
14806,000801-00-0088,10018,C02,C12,C01,C20,C19,C10,C03,C15,C14,C08,,,,,,,,,,,,,,,,,
14807,000801-00-0090,10017,C08,C02,C14,C04,C22,C01,,,,,,,,,,,,,,,,,,,,,
14808,000801-00-0092,10013,C16,C02,C21,C15,C10,C01,C12,C06,C08,,,,,,,,,,,,,,,,,,
