,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice
12353,001001-00-0493,C11,,,,,,,,,,,,,,,,,
12354,001001-00-0494,C03,,,,,,,,,,,,,,,,,
12355,001001-00-0496,C13,C11,C03,C02,C01,C15,C17,C12,C18,,,,,,,,,
12356,001001-00-0499,C03,C02,,,,,,,,,,,,,,,,
12357,001001-00-0501,C01,C11,C12,C13,C15,C16,,,,,,,,,,,,
12358,001001-00-0502,C13,C02,C16,C03,C01,C17,C12,C11,,,,,,,,,,
12359,001001-00-0505,C12,C01,C03,C16,C06,,,,,,,,,,,,,
12360,001001-00-0506,C04,C03,C12,C01,C02,,,,,,,,,,,,,
12361,001001-00-0508,C15,C05,C03,,,,,,,,,,,,,,,
12362,001001-00-0510,C14,C04,C01,,,,,,,,,,,,,,,
12363,001001-00-0512,C05,,,,,,,,,,,,,,,,,
12364,001001-00-0513,C05,C01,C15,C03,C13,,,,,,,,,,,,,
12365,001001-00-0515,C05,C15,C02,C03,C12,C13,C11,,,,,,,,,,,
12366,001001-00-0517,C05,C04,C15,,,,,,,,,,,,,,,
12367,001001-00-0521,C06,C16,C17,C18,C14,C04,,,,,,,,,,,,
12368,001001-00-0523,C05,C03,C13,C02,C15,C11,,,,,,,,,,,,
12369,001001-00-0525,C03,C05,C02,C01,C14,C16,C13,C12,C07,C11,,,,,,,,
12370,001001-00-0526,C04,C02,C01,C05,C16,C12,C11,C13,C17,C03,C15,,,,,,,
12371,001001-00-0528,C16,C12,C13,C01,C14,C02,,,,,,,,,,,,
12372,001001-00-0530,C02,,,,,,,,,,,,,,,,,
12373,001001-00-0533,C16,C01,C03,C04,C05,C15,C13,C11,C12,C02,,,,,,,,
12374,001001-00-0535,C09,C17,C05,C16,C12,C13,,,,,,,,,,,,
12375,001001-00-0536,C04,C01,C07,C14,,,,,,,,,,,,,,
12376,001001-00-0538,C05,C11,C15,,,,,,,,,,,,,,,
12377,001001-00-0540,C13,C11,C01,C02,C16,C05,C03,,,,,,,,,,,
12378,001001-00-0541,C03,C04,C05,C12,C01,C15,C13,C09,C16,C06,C17,C02,C11,,,,,
12379,001001-00-0543,C05,C02,C13,C15,,,,,,,,,,,,,,
12380,001001-00-0546,C04,,,,,,,,,,,,,,,,,
12381,001001-00-0547,C04,C06,C07,C08,C09,C10,C14,C16,C17,C18,,,,,,,,
12382,001001-00-0550,C01,C02,C11,C16,C13,C12,C05,C09,C15,C17,,,,,,,,
12383,001001-00-0551,C03,,,,,,,,,,,,,,,,,
12384,001001-00-0553,C11,C03,C01,,,,,,,,,,,,,,,
12385,001001-00-0556,C11,C13,C16,C01,C05,C09,C17,C15,C12,C14,C02,C06,C07,C04,C10,C18,C03,C08
12386,001001-00-0558,C03,C10,C11,,,,,,,,,,,,,,,
12387,001001-00-0560,C11,C03,C01,C04,,,,,,,,,,,,,,
12388,001001-00-0563,C09,C04,C01,C13,C05,C11,,,,,,,,,,,,
12389,001001-00-0564,C03,C02,C13,C01,C04,C08,C05,,,,,,,,,,,
12390,001001-00-0567,C01,C04,C11,C16,C17,C06,C13,C14,C12,,,,,,,,,
12391,001001-00-0568,C17,C18,C16,C01,C02,C03,,,,,,,,,,,,
12392,001001-00-0571,C01,C05,C12,C13,C04,C15,,,,,,,,,,,,
12393,001001-00-0573,C14,C11,C01,C16,C15,,,,,,,,,,,,,
12394,001001-00-0574,C04,C06,C02,C14,C12,C07,C01,,,,,,,,,,,
12395,001001-00-0577,C17,C03,,,,,,,,,,,,,,,,
12396,001001-00-0579,C01,C16,,,,,,,,,,,,,,,,
12397,001001-00-0581,C11,C12,C13,,,,,,,,,,,,,,,
12398,001001-00-0583,C09,C03,C13,,,,,,,,,,,,,,,
12399,001001-00-0585,C01,C02,C12,C03,C11,,,,,,,,,,,,,
12400,001001-00-0586,C14,C11,C10,C09,C07,C08,C06,C01,C18,C17,C16,C15,C12,C05,C02,C13,C04,C03
12401,001001-00-0589,C04,C02,C13,,,,,,,,,,,,,,,
12402,001001-00-0590,C05,C03,C13,C01,C02,C15,C09,,,,,,,,,,,
12403,001001-00-0592,C02,C13,,,,,,,,,,,,,,,,
12404,001001-00-0594,C02,C04,C13,C11,C05,C01,,,,,,,,,,,,
12405,001001-00-0597,C17,C05,C11,C15,C02,C07,,,,,,,,,,,,
12406,001001-00-0599,C12,C02,C16,C01,C04,,,,,,,,,,,,,
12407,001001-00-0600,C04,C10,C02,,,,,,,,,,,,,,,
12408,001001-00-0602,C02,C01,C04,C13,C14,C05,,,,,,,,,,,,
12409,001001-00-0603,C01,C16,C14,C13,C15,C02,C06,C04,,,,,,,,,,
12410,001001-00-0607,C04,C12,C02,C13,C05,C17,,,,,,,,,,,,
12411,001001-00-0608,C03,C08,C01,C13,C02,C15,C05,C04,,,,,,,,,,
12412,001001-00-0610,C05,C15,,,,,,,,,,,,,,,,
12413,001001-00-0612,C18,C07,C16,,,,,,,,,,,,,,,
12414,001001-00-0614,C18,C06,C15,C14,C01,,,,,,,,,,,,,
12415,001001-00-0617,C17,C08,,,,,,,,,,,,,,,,
12416,001001-00-0618,C05,C15,,,,,,,,,,,,,,,,
12417,001001-00-0620,C13,C05,,,,,,,,,,,,,,,,
12418,001001-00-0622,C05,C01,C03,C02,C13,C17,C18,C06,C07,C08,C09,C10,C11,C12,C14,C15,C04,C16
12419,001001-00-0624,C12,C03,C02,C13,C15,C08,C04,,,,,,,,,,,
12420,001001-00-0627,C05,C10,C15,C13,C11,C04,C01,,,,,,,,,,,
12421,001001-00-0628,C04,C13,C03,,,,,,,,,,,,,,,
12422,001001-00-0631,C06,C01,C04,C03,C02,C15,C05,,,,,,,,,,,
12423,001001-00-0632,C15,C01,C05,C13,C03,,,,,,,,,,,,,
12424,001001-00-0633,C13,C17,C01,C02,C03,C04,C16,C12,C11,,,,,,,,,
12425,001001-00-0635,C15,C01,C02,C03,,,,,,,,,,,,,,
12426,001001-00-0638,C03,C01,C02,C05,C13,C04,,,,,,,,,,,,
12427,001001-00-0640,C01,C13,C03,C02,C16,C11,C05,C12,C15,C04,,,,,,,,
12428,001001-00-0643,C03,C11,C13,,,,,,,,,,,,,,,
12429,001001-00-0644,C03,C01,C05,,,,,,,,,,,,,,,
12430,001001-00-0646,C03,,,,,,,,,,,,,,,,,
12431,001001-00-0649,C03,C01,,,,,,,,,,,,,,,,
12432,001001-00-0650,C16,C01,C18,C04,C02,,,,,,,,,,,,,
12433,001001-00-0652,C16,C02,C04,C05,C01,C13,,,,,,,,,,,,
12434,001001-00-0654,C15,C03,C08,,,,,,,,,,,,,,,
12435,001001-00-0657,C12,C05,,,,,,,,,,,,,,,,
12436,001001-00-0659,C04,C03,,,,,,,,,,,,,,,,
12437,001001-00-0661,C01,C04,C12,C13,C16,C02,C05,,,,,,,,,,,
12438,001001-00-0662,C03,C02,C01,C11,C17,,,,,,,,,,,,,
12439,001001-00-0665,C04,C02,C05,C01,C09,C13,C03,C17,C16,C15,C12,,,,,,,
12440,001001-00-0666,C02,C05,C13,C12,C03,C01,C11,C04,,,,,,,,,,
12441,001001-00-0668,C02,C11,C03,C05,C15,C14,C13,C12,C17,,,,,,,,,
12442,001001-00-0671,C17,C05,C13,C04,C03,C02,C01,,,,,,,,,,,
12443,001001-00-0673,C05,,,,,,,,,,,,,,,,,
12444,001001-00-0675,C05,C08,,,,,,,,,,,,,,,,
12445,001001-00-0677,C03,,,,,,,,,,,,,,,,,
12446,001001-00-0678,C10,C04,C18,C16,C17,C01,C14,,,,,,,,,,,
12447,001001-00-0681,C04,,,,,,,,,,,,,,,,,
12448,001001-00-0684,C01,C10,C11,C12,C13,C14,C15,C16,C17,C18,C02,C03,C04,C05,C06,C07,C08,C09
12449,001001-00-0685,C05,,,,,,,,,,,,,,,,,
12450,001001-00-0686,C17,C04,C16,C12,C13,C01,C14,,,,,,,,,,,
12451,001001-00-0689,C02,C05,C12,C01,C13,C16,C14,C06,C15,C03,C04,C11,C17,C07,C09,C10,C18,C08
12452,001001-00-0690,C11,C01,C10,,,,,,,,,,,,,,,
12453,001001-00-0692,C06,C03,C02,C04,C05,C11,C13,C12,C15,C16,C14,C10,C09,C08,C07,C01,C18,C17
12454,001001-00-0695,C04,C11,C06,C01,C05,,,,,,,,,,,,,
12455,001001-00-0696,C01,C02,C16,C11,C05,C04,C03,C15,C13,C12,,,,,,,,
12456,001001-00-0698,C04,C01,C12,C16,,,,,,,,,,,,,,
12457,001001-00-0700,C03,C04,C12,C16,C01,C13,,,,,,,,,,,,
12458,001001-00-0703,C15,C05,C04,C11,,,,,,,,,,,,,,
12459,001001-00-0705,C05,C03,,,,,,,,,,,,,,,,
12460,001001-00-0707,C13,C11,C01,C02,C04,C09,C17,C16,,,,,,,,,,
12461,001001-00-0709,C04,,,,,,,,,,,,,,,,,
12462,001001-00-0710,C11,C12,C16,C04,C02,,,,,,,,,,,,,
12463,001001-00-0712,C17,C18,,,,,,,,,,,,,,,,
12464,001001-00-0714,C11,C13,C02,C01,C04,C09,C17,C16,,,,,,,,,,
12465,001001-00-0716,C04,C12,C01,C11,C05,C15,,,,,,,,,,,,
12466,001001-00-0718,C05,,,,,,,,,,,,,,,,,
12467,001001-00-0720,C05,,,,,,,,,,,,,,,,,
12468,001001-00-0721,C04,C01,C16,,,,,,,,,,,,,,,
12469,001001-00-0723,C05,C11,C12,C17,C13,C15,C01,C02,C03,C04,,,,,,,,
12470,001001-00-0725,C02,C04,C01,C05,,,,,,,,,,,,,,
12471,001001-00-0728,C15,C03,C02,C01,,,,,,,,,,,,,,
12472,001001-00-0730,C04,C03,C16,C12,,,,,,,,,,,,,,
12473,001001-00-0731,C12,C03,C02,C04,,,,,,,,,,,,,,
12474,001001-00-0733,C03,C02,C04,C12,C13,C01,,,,,,,,,,,,
12475,001001-00-0735,C05,C15,C03,C02,C01,C04,C13,C12,C11,,,,,,,,,
12476,001001-00-0737,C16,C01,C03,,,,,,,,,,,,,,,
12477,001001-00-0738,C05,C15,C03,C02,C01,C04,C13,C12,C11,,,,,,,,,
12478,001001-00-0741,C01,C05,C09,C13,C16,,,,,,,,,,,,,
12479,001001-00-0744,C16,C02,C01,C12,C13,C04,C09,C07,C06,C17,,,,,,,,
12480,001001-00-0745,C05,C03,C13,C15,,,,,,,,,,,,,,
12481,001001-00-0746,C07,C06,C14,C04,C01,,,,,,,,,,,,,
12482,001001-00-0748,C01,,,,,,,,,,,,,,,,,
12483,001001-00-0750,C16,C02,,,,,,,,,,,,,,,,
12484,001001-00-0753,C16,C18,C01,C13,C12,,,,,,,,,,,,,
12485,001001-00-0755,C01,C12,C02,,,,,,,,,,,,,,,
12486,001001-00-0757,C06,C16,C01,C11,,,,,,,,,,,,,,
12487,001001-00-0758,C13,C11,,,,,,,,,,,,,,,,
12488,001001-00-0760,C03,C06,C14,,,,,,,,,,,,,,,
12489,001001-00-0761,C01,C05,C02,C03,C12,C13,C04,C18,C16,C15,C06,,,,,,,
12490,001001-00-0763,C04,C01,C16,C14,C18,,,,,,,,,,,,,
12491,001001-00-0765,C05,C04,C15,C17,C06,C09,,,,,,,,,,,,
12492,001001-00-0767,C03,C12,C11,,,,,,,,,,,,,,,
12493,001001-00-0769,C03,C01,C12,C15,C16,C13,C14,C05,C17,C18,,,,,,,,
12494,001001-00-0771,C03,C02,C05,,,,,,,,,,,,,,,
12495,001001-00-0773,C04,,,,,,,,,,,,,,,,,
12496,001001-00-0774,C01,C09,C12,C02,,,,,,,,,,,,,,
12497,001001-00-0776,C13,C11,C17,C15,C02,C12,C05,C03,C10,C18,C01,C06,C07,C08,C09,C14,,
12498,001001-00-0777,C06,C01,,,,,,,,,,,,,,,,
12499,001001-00-0781,C15,C11,C12,C13,C05,C02,C03,C04,C01,C07,,,,,,,,
12500,001001-00-0782,C01,C16,C14,C17,C07,,,,,,,,,,,,,
12501,001001-00-0784,C03,C13,C17,C12,C02,,,,,,,,,,,,,
12502,001001-00-0787,C02,C01,C09,C04,C17,C12,C11,,,,,,,,,,,
12503,001001-00-0789,C05,C02,C15,C01,,,,,,,,,,,,,,
12504,001001-00-0790,C16,C04,C01,C02,C13,,,,,,,,,,,,,
12505,001001-00-0793,C01,C13,C05,C02,C11,C03,C12,C15,C16,,,,,,,,,
12506,001001-00-0794,C02,C03,C13,C01,C15,C05,C06,C11,C04,C17,C09,C16,C12,C14,C18,C07,C08,C10
12507,001001-00-0796,C01,C04,C12,C02,,,,,,,,,,,,,,
12508,001001-00-0798,C13,C11,,,,,,,,,,,,,,,,
12509,001001-00-0801,C12,C01,C04,C02,C13,,,,,,,,,,,,,
12510,001001-00-0802,C03,C13,C01,C05,C15,,,,,,,,,,,,,
12511,001001-00-0804,C07,C10,C08,,,,,,,,,,,,,,,
12512,001001-00-0807,C03,C01,C02,C13,C15,C05,C12,C11,,,,,,,,,,
12513,001001-00-0809,C16,C04,C14,C01,C03,C17,C02,C11,C15,,,,,,,,,
12514,001001-00-0811,C02,C04,C13,C05,,,,,,,,,,,,,,
12515,001001-00-0812,C05,C13,C15,C01,C02,C12,,,,,,,,,,,,
12516,001001-00-0814,C16,C17,,,,,,,,,,,,,,,,
12517,001001-00-0816,C11,C03,C13,,,,,,,,,,,,,,,
12518,001001-00-0819,C05,C13,,,,,,,,,,,,,,,,
12519,001001-00-0821,C04,C17,C13,,,,,,,,,,,,,,,
12520,001001-00-0823,C15,,,,,,,,,,,,,,,,,
12521,001001-00-0825,C16,C06,C14,C04,C01,C13,C12,,,,,,,,,,,
12522,001001-00-0826,C05,,,,,,,,,,,,,,,,,
12523,001001-00-0829,C13,C01,C02,C14,C16,C05,C11,C12,C17,,,,,,,,,
12524,001001-00-0830,C16,C06,C14,C04,C01,C13,C12,,,,,,,,,,,
12525,001001-00-0832,C16,C01,C13,C02,C04,C11,,,,,,,,,,,,
12526,001001-00-0835,C04,C02,C05,,,,,,,,,,,,,,,
12527,001001-00-0836,C13,C11,C01,C03,C05,C12,,,,,,,,,,,,
12528,001001-00-0839,C01,C04,C17,C07,C06,C16,C12,C14,,,,,,,,,,
12529,001001-00-0841,C12,C04,C05,C01,,,,,,,,,,,,,,
12530,001001-00-0842,C06,C05,,,,,,,,,,,,,,,,
12531,001001-00-0845,C13,C01,C07,C11,C15,C03,C05,C06,C16,C17,C18,C04,C02,C12,C10,C08,C09,C14
12532,001001-00-0847,C06,C01,C12,C13,C02,,,,,,,,,,,,,
12533,001001-00-0848,C05,C12,C15,C13,C02,C01,C04,,,,,,,,,,,
12534,001001-00-0849,C12,C17,C01,C04,C13,C02,C03,C11,C14,C15,C10,,,,,,,
12535,001001-00-0851,C01,C03,C02,,,,,,,,,,,,,,,
12536,001001-00-0854,C01,C03,C14,C07,,,,,,,,,,,,,,
12537,001001-00-0856,C12,C16,C01,,,,,,,,,,,,,,,
12538,001001-00-0858,C03,C02,C17,C16,C01,C11,C13,C12,,,,,,,,,,
12539,001001-00-0860,C03,C01,C11,,,,,,,,,,,,,,,
12540,001001-00-0863,C03,C01,C05,C07,C08,C09,C10,C12,C13,C14,C15,C16,C11,,,,,
12541,001001-00-0864,C13,C16,C09,C01,C04,,,,,,,,,,,,,
12542,001001-00-0865,C01,C06,C18,C14,C07,C09,C15,C12,C13,,,,,,,,,
12543,001001-00-0867,C03,,,,,,,,,,,,,,,,,
12544,001001-00-0869,C02,C03,C04,C05,,,,,,,,,,,,,,
12545,001001-00-0871,C02,C01,C03,C04,C13,,,,,,,,,,,,,
12546,001001-00-0873,C04,C16,C01,C13,C02,,,,,,,,,,,,,
12547,001001-00-0875,C09,C01,C17,C04,C15,C13,C06,,,,,,,,,,,
12548,001001-00-0877,C02,,,,,,,,,,,,,,,,,
12549,001001-00-0878,C04,C03,,,,,,,,,,,,,,,,
12550,001001-00-0881,C13,C01,C03,,,,,,,,,,,,,,,
12551,001001-00-0883,C04,C02,C12,C13,C15,C01,C11,C05,,,,,,,,,,
12552,001001-00-0884,C03,,,,,,,,,,,,,,,,,
12553,001001-00-0886,C17,C12,C04,C16,C13,C02,C05,C03,,,,,,,,,,
12554,001001-00-0888,C04,C02,,,,,,,,,,,,,,,,
12555,001001-00-0891,C04,C03,C05,C09,C01,,,,,,,,,,,,,
12556,001001-00-0892,C16,C17,C02,C14,C13,C09,C08,C07,C12,,,,,,,,,
12557,001001-00-0894,C05,C13,,,,,,,,,,,,,,,,
12558,001001-00-0896,C09,C11,C03,C13,C02,C05,C15,C12,,,,,,,,,,
12559,001001-00-0898,C05,C01,C02,C13,C15,C18,C06,C08,,,,,,,,,,
12560,001001-00-0900,C16,C01,C02,C09,,,,,,,,,,,,,,
12561,001001-00-0903,C17,C11,C12,C13,C01,C03,C02,C04,C05,C06,C15,C16,C08,,,,,
12562,001001-00-0905,C04,C16,C12,,,,,,,,,,,,,,,
12563,001001-00-0906,C01,C02,C12,C04,C16,C13,C05,,,,,,,,,,,
12564,001001-00-0907,C16,C04,,,,,,,,,,,,,,,,
12565,001001-00-0910,C16,C14,C02,,,,,,,,,,,,,,,
12566,001001-00-0913,C13,C01,C11,C09,C02,C05,C12,C15,C16,,,,,,,,,
12567,001001-00-0916,C17,C18,C16,C01,C02,C03,,,,,,,,,,,,
12568,001001-00-0917,C05,C11,C13,C14,C15,C16,,,,,,,,,,,,
12569,001001-00-0918,C05,C13,C03,C01,C17,C11,C14,C15,,,,,,,,,,
12570,001001-00-0921,C01,C15,C02,C04,C05,C11,C12,C13,,,,,,,,,,
12571,001001-00-0922,C11,C13,C05,C02,,,,,,,,,,,,,,
12572,001001-00-0923,C13,C01,C11,C03,C02,C17,,,,,,,,,,,,
12573,001001-00-0926,C04,C01,C03,C13,C02,C14,,,,,,,,,,,,
12574,001001-00-0928,C01,,,,,,,,,,,,,,,,,
12575,001001-00-0930,C02,,,,,,,,,,,,,,,,,
12576,001001-00-0931,C15,C01,C02,C03,C09,C18,C11,C12,C08,,,,,,,,,
12577,001001-00-0933,C02,C01,C13,C16,C11,C03,C14,C05,,,,,,,,,,
12578,001001-00-0935,C04,C01,C13,C11,C14,C02,C15,,,,,,,,,,,
12579,001001-00-0937,C05,C01,C15,C12,C07,,,,,,,,,,,,,
12580,001001-00-0939,C04,C01,C13,C11,C16,C14,C02,C15,,,,,,,,,,
12581,001001-00-0941,C03,C01,,,,,,,,,,,,,,,,
12582,001001-00-0943,C04,C01,C16,,,,,,,,,,,,,,,
12583,001001-00-0945,C01,C04,C05,C06,,,,,,,,,,,,,,
12584,001001-00-0947,C04,C01,C16,C11,C12,C08,,,,,,,,,,,,
12585,001001-00-0948,C04,C16,C02,C12,,,,,,,,,,,,,,
12586,001001-00-0950,C11,C12,C13,C14,C15,C16,C17,C18,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10
12587,001001-00-0952,C12,C18,C01,C02,C16,C05,C04,C07,,,,,,,,,,
12588,001001-00-0955,C04,C01,,,,,,,,,,,,,,,,
12589,001001-00-0957,C02,C12,C03,C14,C01,C04,,,,,,,,,,,,
12590,001001-00-0958,C03,C04,C01,,,,,,,,,,,,,,,
12591,001001-00-0960,C12,C02,C13,C03,,,,,,,,,,,,,,
12592,001001-00-0963,C04,C11,C06,C05,C01,,,,,,,,,,,,,
12593,001001-00-0964,C03,C05,C10,C13,C15,C17,C16,C18,C01,C11,C12,C04,C06,C14,C07,C08,C09,C02
12594,001001-00-0967,C04,C06,C16,C14,C01,C12,C09,,,,,,,,,,,
12595,001001-00-0969,C13,C01,C03,C05,C11,C15,,,,,,,,,,,,
12596,001001-00-0971,C06,C04,C05,C11,C12,C14,C01,C02,C03,,,,,,,,,
12597,001001-00-0973,C16,C02,C03,C01,C04,C05,C15,C11,C12,C13,C17,C10,C06,C09,C07,C08,C14,C18
12598,001001-00-0974,C01,C02,C05,C11,,,,,,,,,,,,,,
12599,001001-00-0976,C03,C05,C04,C11,C12,C13,C15,C16,C06,C07,C08,,,,,,,
12600,001001-00-0978,C11,C01,C03,,,,,,,,,,,,,,,
12601,001001-00-0980,C04,C15,C01,C12,,,,,,,,,,,,,,
12602,001001-00-0981,C03,C12,C01,,,,,,,,,,,,,,,
12603,001001-00-0984,C02,C01,C16,,,,,,,,,,,,,,,
12604,001001-00-0986,C05,C01,C12,C11,,,,,,,,,,,,,,
12605,001001-00-0987,C05,C03,C11,,,,,,,,,,,,,,,
12606,001001-00-0989,C04,C02,C16,C11,C12,,,,,,,,,,,,,
12607,001001-00-0992,C05,C01,C09,C13,C11,,,,,,,,,,,,,
12608,001001-00-0993,C05,C03,,,,,,,,,,,,,,,,
12609,001001-00-0995,C05,C03,C02,C04,C15,,,,,,,,,,,,,
12610,001001-00-0998,C05,C02,C03,C15,C04,,,,,,,,,,,,,
12611,001001-00-0999,C03,,,,,,,,,,,,,,,,,
12612,001001-00-1001,C01,C12,,,,,,,,,,,,,,,,
12613,001001-00-1003,C04,C01,C16,C12,,,,,,,,,,,,,,
12614,001001-00-1005,C04,C13,C01,C16,,,,,,,,,,,,,,
12615,001001-00-1008,C18,C17,C12,C16,C09,C04,,,,,,,,,,,,
12616,001001-00-1010,C15,C11,C01,C02,C05,,,,,,,,,,,,,
12617,001001-00-1011,C11,C01,C03,,,,,,,,,,,,,,,
12618,001001-00-1015,C04,C11,C12,C06,C01,,,,,,,,,,,,,
12619,001001-00-1017,C04,C13,C01,C02,C11,,,,,,,,,,,,,
12620,001001-00-1019,C03,,,,,,,,,,,,,,,,,
12621,001001-00-1021,C16,C17,C14,C01,C02,C05,C09,C12,C06,C11,,,,,,,,
12622,001001-00-1022,C04,C09,C16,C01,C06,C10,C08,C07,,,,,,,,,,
12623,001001-00-1024,C03,C06,C07,C08,C09,C10,C14,C16,C17,C18,,,,,,,,
12624,001001-00-1026,C09,C10,C01,C03,C05,,,,,,,,,,,,,
12625,001001-00-1029,C01,C03,C15,,,,,,,,,,,,,,,
12626,001001-00-1032,C04,C01,C02,C13,,,,,,,,,,,,,,
12627,001001-00-1034,C04,C03,C02,C01,C18,C17,C16,C15,C14,C13,,,,,,,,
12628,001001-00-1036,C04,C01,C16,C14,C09,C12,C13,C05,C06,,,,,,,,,
12629,001001-00-1037,C18,C17,C12,C16,C09,C04,,,,,,,,,,,,
12630,001001-00-1040,C13,C03,C16,C12,C04,C02,C17,C01,C09,C15,C11,,,,,,,
12631,001001-00-1041,C01,C10,C15,C03,,,,,,,,,,,,,,
12632,001001-00-1043,C02,C01,C16,C08,C12,,,,,,,,,,,,,
12633,001001-00-1045,C04,C13,C14,C01,C17,C12,C02,C16,C05,,,,,,,,,
12634,001001-00-1046,C06,C09,C05,C18,,,,,,,,,,,,,,
12635,001001-00-1049,C11,C12,C15,,,,,,,,,,,,,,,
12636,001001-00-1051,C16,C17,,,,,,,,,,,,,,,,
12637,001001-00-1052,C09,C13,C16,C01,C02,C14,,,,,,,,,,,,
12638,001001-00-1055,C16,C14,C04,C01,C03,C02,,,,,,,,,,,,
12639,001001-00-1057,C03,C13,C11,C09,C17,C02,C05,C12,C15,C01,C04,,,,,,,
12640,001001-00-1059,C13,C11,C03,C02,C01,C09,C15,C04,C12,,,,,,,,,
12641,001001-00-1060,C12,C13,,,,,,,,,,,,,,,,
12642,001001-00-1063,C03,C01,C04,C10,,,,,,,,,,,,,,
12643,001001-00-1064,C04,C15,C02,C01,C12,C03,,,,,,,,,,,,
12644,001001-00-1066,C05,C12,C03,C14,C17,,,,,,,,,,,,,
12645,001001-00-1069,C02,C17,C13,C11,,,,,,,,,,,,,,
12646,001001-00-1071,C04,C11,C06,C12,C01,,,,,,,,,,,,,
12647,001001-00-1072,C05,C12,C14,C03,C15,C17,C01,C06,C04,,,,,,,,,
12648,001001-00-1074,C01,C12,C05,C13,C15,C03,C02,C17,C06,,,,,,,,,
12649,001001-00-1077,C01,C12,C04,C15,C02,C05,,,,,,,,,,,,
12650,001001-00-1079,C16,C01,C03,C05,C04,C08,C13,C02,C15,C12,C11,C06,C07,C09,C18,C17,C14,C10
12651,001001-00-1081,C17,C18,C13,C01,C11,C12,C14,C02,C09,C16,C06,C03,C05,C04,C15,C10,C07,C08
12652,001001-00-1082,C02,C13,C11,C01,C03,C12,C05,C16,,,,,,,,,,
12653,001001-00-1085,C01,,,,,,,,,,,,,,,,,
12654,001001-00-1087,C02,C13,C01,C03,C16,C05,,,,,,,,,,,,
12655,001001-00-1088,C03,C13,C02,C17,C12,,,,,,,,,,,,,
12656,001001-00-1090,C04,C03,,,,,,,,,,,,,,,,
12657,001001-00-1092,C04,C01,C05,C12,C14,C06,,,,,,,,,,,,
12658,001001-00-1094,C01,C02,C03,C04,C05,C11,C12,C13,C15,,,,,,,,,
12659,001001-00-1097,C04,C05,C01,C12,,,,,,,,,,,,,,
12660,001001-00-1098,C05,C15,C11,C03,,,,,,,,,,,,,,
12661,001001-00-1100,C05,C15,C03,,,,,,,,,,,,,,,
12662,001001-00-1102,C04,C03,C16,,,,,,,,,,,,,,,
12663,001001-00-1104,C01,C02,C03,C11,,,,,,,,,,,,,,
12664,001001-00-1106,C01,C14,C03,C02,C11,C13,C17,C15,C05,C16,C10,C07,C12,,,,,
12665,001001-00-1108,C03,C11,C12,,,,,,,,,,,,,,,
12666,001001-00-1109,C12,C03,C11,,,,,,,,,,,,,,,
12667,001001-00-1111,C11,C04,C01,C03,C16,C12,C13,C15,C02,C05,C06,C07,C08,C09,C10,C18,C17,
12668,001001-00-1113,C03,C12,C02,,,,,,,,,,,,,,,
12669,001001-00-1116,C13,C02,C03,C16,C01,C11,C12,C05,C10,,,,,,,,,
12670,001001-00-1117,C04,C17,C01,C03,C16,C12,C14,C02,C05,C13,C18,C10,C11,,,,,
12671,001001-00-1119,C01,C16,C04,C02,C13,C11,,,,,,,,,,,,
12672,001001-00-1121,C04,C01,,,,,,,,,,,,,,,,
12673,001001-00-1124,C09,C01,C03,C05,C11,C14,,,,,,,,,,,,
12674,001001-00-1127,C14,C16,C04,,,,,,,,,,,,,,,
12675,001001-00-1128,C16,C04,C01,C09,C06,C12,C05,C03,C02,C11,C13,C17,C15,C07,C10,C14,C18,C08
12676,001001-00-1130,C16,C15,C14,C04,C01,,,,,,,,,,,,,
12677,001001-00-1132,C10,C17,C15,,,,,,,,,,,,,,,
12678,001001-00-1135,C01,C03,,,,,,,,,,,,,,,,
12679,001001-00-1136,C01,C04,C02,C16,C13,,,,,,,,,,,,,
12680,001001-00-1139,C17,C03,C01,C02,C16,C15,C10,C14,C12,C06,C18,C08,,,,,,
12681,001001-00-1140,C09,C05,C01,C03,C15,,,,,,,,,,,,,
12682,001001-00-1142,C09,C12,C03,C02,C13,C15,,,,,,,,,,,,
12683,001001-00-1146,C03,C01,C13,C02,C11,C05,C12,C15,C16,C17,C04,,,,,,,
12684,001001-00-1148,C02,C03,C01,C15,C13,C04,C05,C11,C12,C18,,,,,,,,
12685,001001-00-1149,C03,C04,C02,C11,,,,,,,,,,,,,,
12686,001001-00-1151,C12,C11,C13,C01,C02,C03,C04,C10,,,,,,,,,,
12687,001001-00-1152,C11,C02,C01,C12,C03,C13,C10,C16,C08,C14,C09,C07,C06,C05,C18,C04,C17,C15
12688,001001-00-1154,C04,C01,C16,C02,C15,C17,,,,,,,,,,,,
12689,001001-00-1156,C03,C01,C13,C02,C11,C05,C12,C15,C16,C17,C04,,,,,,,
12690,001001-00-1158,C04,C01,C05,C06,C11,C12,C15,C07,C08,C09,C10,C13,C14,C16,C17,C18,C03,
12691,001001-00-1160,C03,C02,C01,C04,C05,,,,,,,,,,,,,
12692,001001-00-1162,C01,C04,C12,C16,C14,C02,C06,,,,,,,,,,,
12693,001001-00-1164,C16,C01,C12,C14,,,,,,,,,,,,,,
