,ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice,20th Choice,21st Choice,22nd Choice,23rd Choice,24th Choice,25th Choice
16590,"000903-00-0357,10000,001,1)",C03,C20,C18,C07,C14,C23,C01,C02,C04,C05,C06,C08,C09,C10,C11,C12,C13,C15,C16,C17,C19,C21,C22,C24,C25
16591,"000903-00-0359,10000,001,1)",C03,C05,C08,C16,C18,C20,C21,,,,,,,,,,,,,,,,,,
16592,"000903-00-0360,10005,001,1)",C08,C20,C10,C18,C13,,,,,,,,,,,,,,,,,,,,
16593,"000903-00-0364,10004,001,1)",C21,C03,C10,C17,C08,C16,C15,C23,C20,C05,C12,,,,,,,,,,,,,,
16594,"000903-00-0365,10006,001,1)",C01,C02,C08,,,,,,,,,,,,,,,,,,,,,,
16595,"000903-00-0368,10008,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
16596,"000903-00-0369,10000,001,1)",C03,C05,C10,C22,,,,,,,,,,,,,,,,,,,,,
16597,"000903-00-0370,10007,001,1)",C09,C01,C03,C15,C17,C20,C23,,,,,,,,,,,,,,,,,,
16598,"000903-00-0373,10000,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
16599,"000903-00-0374,10000,001,1)",C08,C20,C17,C01,,,,,,,,,,,,,,,,,,,,,
16600,"000903-00-0377,10000,001,1)",C08,C20,C17,C01,,,,,,,,,,,,,,,,,,,,,
16601,"000903-00-0379,10000,001,1)",C21,C17,C05,C22,,,,,,,,,,,,,,,,,,,,,
16602,"000903-00-0381,10000,001,1)",C08,C20,C17,C10,,,,,,,,,,,,,,,,,,,,,
16603,"000903-00-0383,10009,001,1)",C08,C23,C15,C02,C03,,,,,,,,,,,,,,,,,,,,
16604,"000903-00-0384,10015,001,1)",C08,C20,C05,C10,C23,,,,,,,,,,,,,,,,,,,,
16605,"000903-00-0387,10010,001,1)",C02,C21,C05,C17,C23,C18,C04,C09,C19,,,,,,,,,,,,,,,,
16606,"000903-00-0388,10017,001,1)",C08,C03,,,,,,,,,,,,,,,,,,,,,,,
16607,"000903-00-0390,10014,001,1)",C08,C20,C18,C03,C10,,,,,,,,,,,,,,,,,,,,
16608,"000903-00-0391,10012,001,1)",C18,C03,C08,C20,C10,,,,,,,,,,,,,,,,,,,,
16609,"000903-00-0394,10016,001,1)",C10,C07,C18,C08,C02,,,,,,,,,,,,,,,,,,,,
16610,"000903-00-0396,10011,001,1)",C03,C08,C20,C18,C23,C05,C11,,,,,,,,,,,,,,,,,,
16611,"000903-00-0398,10018,001,1)",C01,C10,C16,C18,C20,C03,C08,C09,C17,,,,,,,,,,,,,,,,
16612,"000903-00-0400,10000,001,1)",C21,C07,C03,C08,C16,,,,,,,,,,,,,,,,,,,,
16613,"000903-00-0402,10019,001,1)",C18,C16,C15,C03,C21,C08,,,,,,,,,,,,,,,,,,,
16614,"000903-00-0404,10000,001,1)",C08,C20,C18,,,,,,,,,,,,,,,,,,,,,,
16615,"000903-00-0405,10021,001,1)",C08,C14,C03,,,,,,,,,,,,,,,,,,,,,,
16616,"000903-00-0408,10023,001,1)",C03,C18,C01,C21,,,,,,,,,,,,,,,,,,,,,
16617,"000903-00-0410,10000,001,1)",C08,C20,C18,,,,,,,,,,,,,,,,,,,,,,
16618,"000903-00-0411,10000,001,1)",C08,C20,C17,C16,C18,,,,,,,,,,,,,,,,,,,,
16619,"000903-00-0414,10000,001,1)",C12,C08,C10,,,,,,,,,,,,,,,,,,,,,,
16620,"000903-00-0416,10000,001,1)",C08,C12,C10,C03,C17,C16,,,,,,,,,,,,,,,,,,,
16621,"000903-00-0418,10000,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
16622,"000903-00-0419,10024,001,1)",C10,C09,C01,C02,C21,C18,C17,,,,,,,,,,,,,,,,,,
16623,"000903-00-0422,10000,001,1)",C23,C08,C04,C18,,,,,,,,,,,,,,,,,,,,,
16624,"000903-00-0423,10020,001,1)",C03,C08,C13,C15,C04,C07,,,,,,,,,,,,,,,,,,,
16625,"000903-00-0424,10003,001,1)",C19,C08,C02,,,,,,,,,,,,,,,,,,,,,,
16626,"000903-00-0427,10002,001,1)",C12,C09,C10,C21,C08,,,,,,,,,,,,,,,,,,,,
16627,"000903-00-0429,10013,001,1)",C01,C02,C18,C16,C10,C21,C23,C04,C09,C05,C19,C22,,,,,,,,,,,,,
16628,"000903-00-0430,10005,001,1)",C18,C01,C16,,,,,,,,,,,,,,,,,,,,,,
16629,"000903-00-0433,10004,001,1)",C18,C01,C16,,,,,,,,,,,,,,,,,,,,,,
16630,"000903-00-0434,10001,001,1)",C10,C01,C09,C02,C19,C18,C17,C23,C15,,,,,,,,,,,,,,,,
16631,"000903-00-0438,10007,001,1)",C13,C19,C08,C03,C18,C16,C10,C17,C22,C20,C14,,,,,,,,,,,,,,
16632,"000903-00-0439,10008,001,1)",C07,C16,C08,,,,,,,,,,,,,,,,,,,,,,
16633,"000903-00-0442,10009,001,1)",C07,C16,C20,C18,,,,,,,,,,,,,,,,,,,,,
16634,"000903-00-0443,10006,001,1)",C03,C23,C05,C08,C18,C10,,,,,,,,,,,,,,,,,,,
16635,"000903-00-0445,10013,001,1)",C08,C01,C17,C23,C03,,,,,,,,,,,,,,,,,,,,
16636,"000903-00-0447,10014,001,1)",C22,C18,C10,,,,,,,,,,,,,,,,,,,,,,
16637,"000903-00-0449,10011,001,1)",C03,C08,C19,C18,C22,C23,C24,C25,C01,C02,C04,C12,C13,C15,C14,C17,C20,C21,C05,C06,C10,C09,C07,C11,C16
16638,"000903-00-0451,10010,001,1)",C15,C04,C08,C10,C03,C25,C23,C16,C20,,,,,,,,,,,,,,,,
16639,"000903-00-0453,10017,001,1)",C08,C20,,,,,,,,,,,,,,,,,,,,,,,
16640,"000903-00-0455,10015,001,1)",C08,C03,C02,C17,C07,,,,,,,,,,,,,,,,,,,,
16641,"000903-00-0457,10016,001,1)",C21,C08,,,,,,,,,,,,,,,,,,,,,,,
16642,"000903-00-0460,10018,001,1)",C20,C08,C03,,,,,,,,,,,,,,,,,,,,,,
16643,"000903-00-0462,10012,001,1)",C01,C10,C08,C20,C23,C05,C16,C17,C03,C19,C04,C06,,,,,,,,,,,,,
16644,"000903-00-0464,10023,001,1)",C08,C02,C20,,,,,,,,,,,,,,,,,,,,,,
16645,"000903-00-0465,10020,001,1)",C08,C20,C07,,,,,,,,,,,,,,,,,,,,,,
16646,"000903-00-0467,10024,001,1)",C03,C05,,,,,,,,,,,,,,,,,,,,,,,
16647,"000903-00-0469,10002,001,1)",C08,C20,,,,,,,,,,,,,,,,,,,,,,,
16648,"000903-00-0471,10021,001,1)",C08,C16,C18,C20,,,,,,,,,,,,,,,,,,,,,
16649,"000903-00-0472,10022,001,1)",C08,C16,C20,C21,C04,C23,,,,,,,,,,,,,,,,,,,
16650,"000903-00-0474,10004,001,1)",C08,C20,C03,C18,C16,C05,C21,C01,,,,,,,,,,,,,,,,,
16651,"000903-00-0476,10005,001,1)",C10,C03,,,,,,,,,,,,,,,,,,,,,,,
16652,"000903-00-0478,10003,001,1)",C10,C05,C03,,,,,,,,,,,,,,,,,,,,,,
16653,"000903-00-0481,10009,001,1)",C07,C02,C04,C08,C10,,,,,,,,,,,,,,,,,,,,
16654,"000903-00-0482,10007,001,1)",C18,C03,C17,,,,,,,,,,,,,,,,,,,,,,
16655,"000903-00-0484,10006,001,1)",C08,C10,C16,C20,C06,C05,C04,C11,C13,C15,C17,C18,,,,,,,,,,,,,
16656,"000903-00-0487,10010,001,1)",C03,C18,C22,C16,,,,,,,,,,,,,,,,,,,,,
16657,"000903-00-0488,10011,001,1)",C03,C08,C16,C09,C23,C17,C15,C05,C01,C10,C11,,,,,,,,,,,,,,
16658,"000903-00-0490,10001,001,1)",C08,C16,C18,C03,C02,,,,,,,,,,,,,,,,,,,,
16659,"000903-00-0492,10012,001,1)",C17,C22,C02,C03,C05,C04,C08,C10,,,,,,,,,,,,,,,,,
16660,"000903-00-0494,10013,001,1)",C10,C17,C21,C03,C08,C18,C04,C05,,,,,,,,,,,,,,,,,
16661,"000903-00-0496,10014,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
16662,"000903-00-0497,10017,001,1)",C03,C05,C08,C10,,,,,,,,,,,,,,,,,,,,,
16663,"000903-00-0500,10016,001,1)",C08,C03,C09,C20,,,,,,,,,,,,,,,,,,,,,
16664,"000903-00-0502,10020,001,1)",C08,C03,C18,C20,,,,,,,,,,,,,,,,,,,,,
16665,"000903-00-0504,10019,001,1)",C08,C20,C16,C01,C21,C05,C18,C10,C03,,,,,,,,,,,,,,,,
16666,"000903-00-0505,10018,001,1)",C05,C03,C08,C21,C20,C19,C22,C23,C25,C24,C01,C04,C02,C06,C07,C09,C15,C16,C18,C17,C14,C13,C11,C12,C10
16667,"000903-00-0507,10015,001,1)",C10,C08,C03,C23,C18,C17,C04,C16,,,,,,,,,,,,,,,,,
16668,"000903-00-0509,10021,001,1)",C17,C04,C01,C18,C05,C08,C19,C14,C06,,,,,,,,,,,,,,,,
16669,"000903-00-0510,10023,001,1)",C08,C16,C20,C03,,,,,,,,,,,,,,,,,,,,,
16670,"000903-00-0512,10022,001,1)",C03,C08,C18,C02,,,,,,,,,,,,,,,,,,,,,
16671,"000903-00-0514,10024,001,1)",C08,C20,C16,C18,C05,,,,,,,,,,,,,,,,,,,,
16672,"000903-00-0515,10000,001,1)",C17,C08,C18,,,,,,,,,,,,,,,,,,,,,,
16673,"000903-00-0518,10001,001,1)",C08,C16,C18,C20,C21,C05,C03,C09,,,,,,,,,,,,,,,,,
16674,"000903-00-0519,10002,001,1)",C20,C10,C04,C25,C17,,,,,,,,,,,,,,,,,,,,
16675,"000903-00-0522,10003,001,1)",C18,C10,C21,C16,,,,,,,,,,,,,,,,,,,,,
16676,"000903-00-0524,10005,001,1)",C01,C16,C09,C06,C10,C04,,,,,,,,,,,,,,,,,,,
16677,"000903-00-0526,10004,001,1)",C10,C01,C03,C13,C09,C08,C14,,,,,,,,,,,,,,,,,,
16678,"000903-00-0527,10010,001,1)",C17,C09,C03,C22,C14,,,,,,,,,,,,,,,,,,,,
16679,"000903-00-0528,10009,001,1)",C17,C23,C15,,,,,,,,,,,,,,,,,,,,,,
16680,"000903-00-0531,10008,001,1)",C17,C08,,,,,,,,,,,,,,,,,,,,,,,
16681,"000903-00-0532,10006,001,1)",C10,C03,C08,C17,C18,C21,,,,,,,,,,,,,,,,,,,
16682,"000903-00-0534,10007,001,1)",C10,C03,C08,C17,C18,C21,C22,C23,C04,,,,,,,,,,,,,,,,
16683,"000903-00-0536,10012,001,1)",C08,C20,C07,C02,,,,,,,,,,,,,,,,,,,,,
16684,"000903-00-0538,10011,001,1)",C08,C03,C07,C19,,,,,,,,,,,,,,,,,,,,,
16685,"000903-00-0542,10014,001,1)",C08,C01,C20,C21,,,,,,,,,,,,,,,,,,,,,
16686,"000903-00-0543,10018,001,1)",C02,,,,,,,,,,,,,,,,,,,,,,,,
16687,"000903-00-0544,10015,001,1)",C04,C23,C02,C05,C09,C03,C16,,,,,,,,,,,,,,,,,,
16688,"000903-00-0546,10017,001,1)",C07,C23,C18,C20,C21,,,,,,,,,,,,,,,,,,,,
16689,"000903-00-0549,10016,001,1)",C03,C18,C21,C09,C15,C23,C04,C01,C25,,,,,,,,,,,,,,,,
16690,"000903-00-0550,10019,001,1)",C08,C20,C18,,,,,,,,,,,,,,,,,,,,,,
16691,"000903-00-0552,10020,001,1)",C03,C21,C11,C12,C17,C07,,,,,,,,,,,,,,,,,,,
16692,"000903-00-0555,10021,001,1)",C10,C05,C17,,,,,,,,,,,,,,,,,,,,,,
16693,"000903-00-0556,10022,001,1)",C10,C01,,,,,,,,,,,,,,,,,,,,,,,
16694,"000903-00-0558,10001,001,1)",C08,C07,C03,,,,,,,,,,,,,,,,,,,,,,
16695,"000903-00-0560,10023,001,1)",C03,C05,C08,C16,C18,C20,C21,,,,,,,,,,,,,,,,,,
16696,"000903-00-0562,10024,001,1)",C23,C18,C15,C06,C03,,,,,,,,,,,,,,,,,,,,
16697,"000903-00-0565,10000,001,1)",C08,C04,C24,C17,C03,C20,C23,C22,C06,,,,,,,,,,,,,,,,
16698,"000903-00-0567,10003,001,1)",C20,C23,C08,,,,,,,,,,,,,,,,,,,,,,
16699,"000903-00-0568,10002,001,1)",C20,C08,C16,C23,C03,C05,,,,,,,,,,,,,,,,,,,
16700,"000903-00-0570,10004,001,1)",C08,C20,C14,,,,,,,,,,,,,,,,,,,,,,
16701,"000903-00-0572,10005,001,1)",C17,C18,C21,C24,C01,C02,,,,,,,,,,,,,,,,,,,
16702,"000903-00-0576,10000,001,1)",C08,C20,,,,,,,,,,,,,,,,,,,,,,,
16703,"000903-00-0577,10000,001,1)",C08,C20,,,,,,,,,,,,,,,,,,,,,,,
16704,"000903-00-0580,10007,001,1)",C03,C08,C10,C16,C18,C20,,,,,,,,,,,,,,,,,,,
16705,"000903-00-0582,10008,001,1)",C22,C08,C09,,,,,,,,,,,,,,,,,,,,,,
16706,"000903-00-0583,10014,001,1)",C08,C20,,,,,,,,,,,,,,,,,,,,,,,
16707,"000903-00-0585,10012,001,1)",C08,C04,,,,,,,,,,,,,,,,,,,,,,,
16708,"000903-00-0587,10016,001,1)",C17,,,,,,,,,,,,,,,,,,,,,,,,
16709,"000903-00-0590,10011,001,1)",C02,C21,C04,C03,C18,C19,C17,C16,C10,,,,,,,,,,,,,,,,
16710,"000903-00-0591,10010,001,1)",C03,C04,C23,C24,C25,C22,C19,C18,C17,C16,C10,C08,C01,C05,,,,,,,,,,,
16711,"000903-00-0593,10015,001,1)",C19,C08,,,,,,,,,,,,,,,,,,,,,,,
16712,"000903-00-0595,10013,001,1)",C03,C08,C20,C18,C07,,,,,,,,,,,,,,,,,,,,
16713,"000903-00-0597,10017,001,1)",C08,C20,,,,,,,,,,,,,,,,,,,,,,,
16714,"000903-00-0599,10019,001,1)",C18,C21,C20,C22,C23,C24,C25,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C19
16715,"000903-00-0602,10020,001,1)",C18,C16,C03,C08,C20,,,,,,,,,,,,,,,,,,,,
16716,"000903-00-0605,10021,001,1)",C05,C10,C23,,,,,,,,,,,,,,,,,,,,,,
16717,"000903-00-0607,10022,001,1)",C05,C07,C21,C15,C23,,,,,,,,,,,,,,,,,,,,
16718,"000903-00-0609,10024,001,1)",C12,C09,C24,C02,C17,C23,C14,C03,,,,,,,,,,,,,,,,,
16719,"000903-00-0610,10000,001,1)",C03,C18,C04,C25,C14,C02,C24,C08,C20,,,,,,,,,,,,,,,,
16720,"000903-00-0612,10002,001,1)",C08,C20,,,,,,,,,,,,,,,,,,,,,,,
16721,"000903-00-0614,10001,001,1)",C08,C20,C16,,,,,,,,,,,,,,,,,,,,,,
16722,"000903-00-0617,10006,001,1)",C03,C10,,,,,,,,,,,,,,,,,,,,,,,
16723,"000903-00-0618,10004,001,1)",C17,C16,C18,C03,C09,C08,,,,,,,,,,,,,,,,,,,
16724,"000903-00-0621,10007,001,1)",C01,C14,C09,,,,,,,,,,,,,,,,,,,,,,
16725,"000903-00-0625,10001,001,1)",C18,C03,C23,C25,C19,C15,,,,,,,,,,,,,,,,,,,
16726,"000903-00-0626,10000,001,1)",C22,C01,C18,C09,C25,C17,C02,C23,C14,C11,,,,,,,,,,,,,,,
16727,"000903-00-0631,10005,001,1)",C14,,,,,,,,,,,,,,,,,,,,,,,,
16728,"000903-00-0633,10007,001,1)",C08,C09,C18,C03,,,,,,,,,,,,,,,,,,,,,
16729,"000903-00-0634,10008,001,1)",C18,C10,C16,C05,,,,,,,,,,,,,,,,,,,,,
16730,"000903-00-0636,10012,001,1)",C02,C05,C14,C17,C10,,,,,,,,,,,,,,,,,,,,
16731,"000903-00-0639,10009,001,1)",C03,C10,C21,C16,C17,C07,C14,,,,,,,,,,,,,,,,,,
16732,"000903-00-0641,10010,001,1)",C08,C01,C03,C10,C22,C04,C25,,,,,,,,,,,,,,,,,,
16733,"000903-00-0642,10013,001,1)",C16,C10,C02,C21,C20,C18,,,,,,,,,,,,,,,,,,,
16734,"000903-00-0644,10015,001,1)",C08,C20,C17,,,,,,,,,,,,,,,,,,,,,,
16735,"000903-00-0646,10016,001,1)",C08,C17,,,,,,,,,,,,,,,,,,,,,,,
16736,"000903-00-0649,10011,001,1)",C23,C03,C14,C16,C18,C08,C22,C19,C21,,,,,,,,,,,,,,,,
16737,"000903-00-0651,10014,001,1)",C24,C06,C22,,,,,,,,,,,,,,,,,,,,,,
16738,"000903-00-0652,10023,001,1)",C04,C07,C10,C05,C03,C17,C08,C16,,,,,,,,,,,,,,,,,
16739,"000903-00-0654,10017,001,1)",C18,C10,C07,C23,,,,,,,,,,,,,,,,,,,,,
16740,"000903-00-0656,10019,001,1)",C10,C20,C16,C18,,,,,,,,,,,,,,,,,,,,,
16741,"000903-00-0658,10018,001,1)",C08,C16,C18,C03,,,,,,,,,,,,,,,,,,,,,
16742,"000903-00-0661,10020,001,1)",C08,C17,C01,C20,,,,,,,,,,,,,,,,,,,,,
16743,"000903-00-0662,10021,001,1)",C01,C23,C08,,,,,,,,,,,,,,,,,,,,,,
16744,"000903-00-0664,10024,001,1)",C08,C03,C05,C20,C10,C02,C18,C19,,,,,,,,,,,,,,,,,
16745,"000903-00-0667,10023,001,1)",C17,C08,C03,,,,,,,,,,,,,,,,,,,,,,
16746,"000903-00-0668,10022,001,1)",C17,C08,,,,,,,,,,,,,,,,,,,,,,,
16747,"000903-00-0671,10000,001,1)",C03,C21,C23,C10,C05,C04,C16,C18,C19,,,,,,,,,,,,,,,,
16748,"000903-00-0673,10003,001,1)",C08,C20,,,,,,,,,,,,,,,,,,,,,,,
16749,"000903-00-0675,10006,001,1)",C05,C08,,,,,,,,,,,,,,,,,,,,,,,
16750,"000903-00-0677,10005,001,1)",C08,C10,C03,,,,,,,,,,,,,,,,,,,,,,
16751,"000903-00-0679,10011,001,1)",C21,C03,C23,C19,C18,C16,,,,,,,,,,,,,,,,,,,
16752,"000903-00-0680,10009,001,1)",C08,C21,C03,,,,,,,,,,,,,,,,,,,,,,
16753,"000903-00-0682,10013,001,1)",C20,C16,C18,,,,,,,,,,,,,,,,,,,,,,
16754,"000903-00-0684,10012,001,1)",C03,C21,C19,C23,C16,C18,,,,,,,,,,,,,,,,,,,
16755,"000903-00-0686,10004,001,1)",C23,C11,C10,C04,C03,C05,,,,,,,,,,,,,,,,,,,
16756,"000903-00-0688,10014,001,1)",C20,C05,C08,C03,C16,,,,,,,,,,,,,,,,,,,,
16757,"000903-00-0691,10010,001,1)",C10,C03,C08,C18,C01,C06,C04,C09,C25,C11,C13,C15,C17,C21,C22,C23,C24,C02,C07,C12,C19,C20,C05,C16,C14
16758,"000903-00-0693,10017,001,1)",C23,C04,C10,C19,C01,C15,C09,C22,,,,,,,,,,,,,,,,,
16759,"000903-00-0696,10016,001,1)",C01,C22,C16,,,,,,,,,,,,,,,,,,,,,,
16760,"000903-00-0698,10008,001,1)",C03,C08,C01,C06,C25,C23,C22,C19,C17,C15,C07,C04,C02,C20,C09,C10,C11,C12,C13,C05,C24,C21,C18,C16,C14
16761,"000903-00-0700,10021,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
16762,"000903-00-0701,10019,001,1)",C03,,,,,,,,,,,,,,,,,,,,,,,,
16763,"000903-00-0704,10015,001,1)",C03,C16,C18,C17,C19,C20,C21,C05,C08,C10,C23,C14,C15,C11,,,,,,,,,,,
16764,"000903-00-0705,10018,001,1)",C08,C05,C18,C09,C19,C01,,,,,,,,,,,,,,,,,,,
16765,"000903-00-0707,10023,001,1)",C17,C14,C02,C23,C03,C10,,,,,,,,,,,,,,,,,,,
16766,"000903-00-0710,10000,001,1)",C17,C03,C05,C10,C20,C08,,,,,,,,,,,,,,,,,,,
16767,"000903-00-0712,10002,001,1)",C05,C04,C06,,,,,,,,,,,,,,,,,,,,,,
16768,"000903-00-0715,10020,001,1)",C07,C08,C03,C09,C14,C20,C10,C17,C23,,,,,,,,,,,,,,,,
16769,"000903-00-0717,10005,001,1)",C18,,,,,,,,,,,,,,,,,,,,,,,,
16770,"000903-00-0718,10006,001,1)",C19,,,,,,,,,,,,,,,,,,,,,,,,
16771,"000903-00-0720,10009,001,1)",C19,C03,C20,C21,C23,C16,,,,,,,,,,,,,,,,,,,
16772,"000903-00-0722,10003,001,1)",C10,C01,C08,C03,C21,,,,,,,,,,,,,,,,,,,,
16773,"000903-00-0723,10008,001,1)",C03,C20,C19,C08,C04,C21,C18,C01,,,,,,,,,,,,,,,,,
16774,"000903-00-0726,10004,001,1)",C10,C01,C08,C03,C21,,,,,,,,,,,,,,,,,,,,
16775,"000903-00-0727,10010,001,1)",C10,C03,C23,C20,C18,C16,C15,C05,C04,C07,C08,C24,C25,,,,,,,,,,,,
16776,"000903-00-0729,10011,001,1)",C12,C08,C10,C17,C21,C20,C03,,,,,,,,,,,,,,,,,,
16777,"000903-00-0731,10007,001,1)",C10,C22,C23,C01,C05,C08,C20,C21,C16,,,,,,,,,,,,,,,,
16778,"000903-00-0734,10012,001,1)",C23,,,,,,,,,,,,,,,,,,,,,,,,
16779,"000903-00-0735,10013,001,1)",C08,C20,C14,,,,,,,,,,,,,,,,,,,,,,
16780,"000903-00-0737,10014,001,1)",C10,C18,,,,,,,,,,,,,,,,,,,,,,,
16781,"000903-00-0740,10015,001,1)",C08,C03,C18,C19,C20,C05,,,,,,,,,,,,,,,,,,,
16782,"000903-00-0742,10016,001,1)",C03,C17,C21,,,,,,,,,,,,,,,,,,,,,,
16783,"000903-00-0744,10019,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
16784,"000903-00-0746,10020,001,1)",C08,,,,,,,,,,,,,,,,,,,,,,,,
16785,"000903-00-0748,10021,001,1)",C07,C10,,,,,,,,,,,,,,,,,,,,,,,
16786,"000903-00-0749,10000,001,1)",C03,C14,C16,,,,,,,,,,,,,,,,,,,,,,
16787,"000903-00-0751,10023,001,1)",C24,C25,C01,C02,C04,C06,C07,C09,C10,C11,C12,C13,C14,C15,C17,C19,C22,C23,C03,C05,C08,C18,C20,C21,C16
16788,"000903-00-0753,10022,001,1)",C03,C05,C08,C17,C23,C10,C15,C18,C20,C21,C25,C01,C02,C04,C06,C07,C09,C11,C12,C13,C14,C16,C19,C22,C24
16789,"000903-00-0754,10003,001,1)",C16,C03,C14,C21,C18,C08,,,,,,,,,,,,,,,,,,,
16790,"000903-00-0756,10001,001,1)",C17,C20,C15,,,,,,,,,,,,,,,,,,,,,,
16791,"000903-00-0758,10005,001,1)",C08,C05,C03,C09,C23,,,,,,,,,,,,,,,,,,,,
16792,"000903-00-0760,10006,001,1)",C16,,,,,,,,,,,,,,,,,,,,,,,,
16793,"000903-00-0762,10002,001,1)",C06,C23,C14,C15,C16,C17,C18,C21,C12,C09,C22,C25,C24,C01,C02,C19,C11,C10,C07,C04,C03,C05,C08,C20,C13
16794,"000903-00-0764,10009,001,1)",C07,C06,,,,,,,,,,,,,,,,,,,,,,,
16795,"000903-00-0766,10004,001,1)",C08,C09,C15,,,,,,,,,,,,,,,,,,,,,,
16796,"000903-00-0768,10010,001,1)",C21,C03,C17,C09,C16,,,,,,,,,,,,,,,,,,,,
16797,"000903-00-0770,10007,001,1)",C04,C18,,,,,,,,,,,,,,,,,,,,,,,
16798,"000903-00-0772,10008,001,1)",C08,C23,C20,C10,C18,C16,,,,,,,,,,,,,,,,,,,
16799,"000903-00-0775,10013,001,1)",C20,C08,C16,,,,,,,,,,,,,,,,,,,,,,
16800,"000903-00-0777,10012,001,1)",C21,C02,C10,C09,C01,C17,,,,,,,,,,,,,,,,,,,
16801,"000903-00-0779,10011,001,1)",C05,C08,C10,C18,C21,C23,C17,C03,C16,,,,,,,,,,,,,,,,
16802,"000903-00-0780,10014,001,1)",C21,C17,C08,,,,,,,,,,,,,,,,,,,,,,
16803,"000903-00-0782,10015,001,1)",C08,C10,C03,C20,C18,C16,,,,,,,,,,,,,,,,,,,
16804,"000903-00-0784,10016,001,1)",C08,C01,C09,C20,C18,C05,C10,C17,C11,,,,,,,,,,,,,,,,
16805,"000903-00-0785,10017,001,1)",C05,C17,C21,C23,C03,C10,C22,,,,,,,,,,,,,,,,,,
16806,"000903-00-0788,10018,001,1)",C03,C18,C21,C20,C10,C15,C24,,,,,,,,,,,,,,,,,,
16807,"000903-00-0790,10020,001,1)",C05,,,,,,,,,,,,,,,,,,,,,,,,
16808,"000903-00-0792,10024,001,1)",C05,C16,,,,,,,,,,,,,,,,,,,,,,,
16809,"000903-00-0793,10022,001,1)",C01,C10,C03,C19,C16,C09,C05,C04,C17,,,,,,,,,,,,,,,,
16810,"000903-00-0795,10001,001,1)",C10,C03,C08,C21,C05,,,,,,,,,,,,,,,,,,,,
16811,"000903-00-0797,10023,001,1)",C03,C05,C14,C18,,,,,,,,,,,,,,,,,,,,,
16812,"000903-00-0799,10000,001,1)",C20,C03,C18,C19,C16,C21,C10,,,,,,,,,,,,,,,,,,
16813,"000903-00-0801,10021,001,1)",C04,C08,C16,C20,C23,C02,C05,C18,C11,C14,,,,,,,,,,,,,,,
16814,"000903-00-0803,10005,001,1)",C23,C01,C05,C09,C10,C17,,,,,,,,,,,,,,,,,,,
16815,"000903-00-0806,10006,001,1)",C23,C05,C03,C17,,,,,,,,,,,,,,,,,,,,,
16816,"000903-00-0808,10008,001,1)",C03,C19,C20,C16,C01,C10,C09,C05,C04,,,,,,,,,,,,,,,,
16817,"000903-00-0811,10003,001,1)",C16,C18,C01,C25,C22,C17,C14,C13,C24,C02,C03,C11,C10,C08,C05,C06,C07,C04,C09,C12,C15,C20,C19,C21,C23
16818,"000903-00-0812,10004,001,1)",C08,C15,,,,,,,,,,,,,,,,,,,,,,,
16819,"000903-00-0815,10009,001,1)",C20,C03,C16,,,,,,,,,,,,,,,,,,,,,,
16820,"000903-00-0816,10011,001,1)",C21,C23,C01,C19,C17,C08,,,,,,,,,,,,,,,,,,,
16821,"000903-00-0819,10010,001,1)",C04,C09,C01,C14,C15,C17,C19,C23,C10,C22,C08,,,,,,,,,,,,,,
16822,"000903-00-0821,10013,001,1)",C21,C03,C09,C10,C18,C23,C08,C16,C20,C19,C14,,,,,,,,,,,,,,
16823,"000903-00-0822,10015,001,1)",C08,C10,C16,,,,,,,,,,,,,,,,,,,,,,
16824,"000903-00-0824,10014,001,1)",C08,C19,C23,C10,C16,,,,,,,,,,,,,,,,,,,,
16825,"000903-00-0826,10012,001,1)",C03,C09,C18,C21,C10,C08,C17,C23,C16,C20,,,,,,,,,,,,,,,
16826,"000903-00-0828,10020,001,1)",C08,C20,,,,,,,,,,,,,,,,,,,,,,,
16827,"000903-00-0831,10016,001,1)",C18,C08,C10,C16,C03,C17,C15,,,,,,,,,,,,,,,,,,
16828,"000903-00-0832,10019,001,1)",C08,C10,C20,C03,C18,C05,C16,C17,C11,C07,,,,,,,,,,,,,,,
16829,"000903-00-0835,10018,001,1)",C08,C03,C20,C11,,,,,,,,,,,,,,,,,,,,,
16830,"000903-00-0836,10023,001,1)",C08,C20,C03,C10,,,,,,,,,,,,,,,,,,,,,
16831,"000903-00-0839,10021,001,1)",C08,C20,,,,,,,,,,,,,,,,,,,,,,,
16832,"000903-00-0840,10022,001,1)",C08,C03,C05,C16,C18,C20,C23,,,,,,,,,,,,,,,,,,
16833,"000903-00-0843,10000,001,1)",C07,C10,C21,C03,C06,C23,,,,,,,,,,,,,,,,,,,
